"","OP_CODE","Year","TimeFirstFed","Family","Genus","Species","Scientific","TimeFirstSeen","HasFed","DelayToFeed","Depth","Coral","Habitat","Complexity","Treatment","Gensp","Length","Size_class","Shark_present","MaxN"
"126","FP_201_ASH025",2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",21.011,0,NA,5.3,25,"Reef","High","absent","Lutjanus bohar",90,"Medium",FALSE,1
"127","FP_201_ASH025",2016,48.6887,"Lutjanidae","Lutjanus","rivulatus","Lutjanidae Lutjanus rivulatus",36.4515,1,12.2372,5.3,25,"Reef","High","absent","Lutjanus rivulatus",80,"Medium",FALSE,1
"128","FP_201_ASH025",2016,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",33.0675,0,NA,5.3,25,"Reef","High","absent","Plectropomus laevis",125,"Large",FALSE,1
"129","FP_201_ASH025",2016,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",11.8291,0,NA,5.3,25,"Reef","High","absent","Variola albimarginata",65,"Medium",FALSE,1
"130","FP_201_ASH028",2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",31.7034,0,NA,37,0,"Sand","Low","arrival","Carangoides ferdau",70,"Medium",TRUE,1
"131","FP_201_ASH028",2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",31.7034,0,NA,37,0,"Sand","Low","after","Carangoides ferdau",70,"Medium",TRUE,1
"132","FP_201_ASH028",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",12.0454,0,NA,37,0,"Sand","Low","arrival","Carangoides orthogrammus",75,"Medium",TRUE,1
"133","FP_201_ASH028",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",12.0454,0,NA,37,0,"Sand","Low","after","Carangoides orthogrammus",75,"Medium",TRUE,1
"134","FP_201_ASH028",2016,39.0129,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",37.7845,1,1.2284,37,0,"Sand","Low","arrival","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"135","FP_201_ASH028",2016,39.0129,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",37.7845,1,1.2284,37,0,"Sand","Low","after","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"136","FP_201_ASH028",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",43.9534,0,NA,37,0,"Sand","Low","arrival","Gymnocranius grandoculis",80,"Medium",TRUE,1
"137","FP_201_ASH028",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",43.9534,0,NA,37,0,"Sand","Low","after","Gymnocranius grandoculis",80,"Medium",TRUE,1
"138","FP_201_ASH028",2016,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",39.7119,0,NA,37,0,"Sand","Low","arrival","Lethrinus amboinensis",70,"Medium",TRUE,9
"139","FP_201_ASH028",2016,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",39.7119,0,NA,37,0,"Sand","Low","after","Lethrinus amboinensis",70,"Medium",TRUE,9
"140","FP_201_ASH028",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",62.0042,0,NA,37,0,"Sand","Low","arrival","Aprion virescens",112,"Large",TRUE,1
"141","FP_201_ASH028",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",62.0042,0,NA,37,0,"Sand","Low","after","Aprion virescens",112,"Large",TRUE,1
"142","FP_201_ASH033",2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",46.6038,0,NA,25,0,"Other","Low","before","Carangoides ferdau",70,"Medium",TRUE,2
"143","FP_201_ASH033",2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",46.6038,0,NA,25,0,"Other","Low","arrival","Carangoides ferdau",70,"Medium",TRUE,2
"144","FP_201_ASH033",2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",46.6038,0,NA,25,0,"Other","Low","after","Carangoides ferdau",70,"Medium",TRUE,2
"145","FP_201_ASH033",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",17.037,0,NA,25,0,"Other","Low","before","Caranx ignobilis",170,"Large",TRUE,1
"146","FP_201_ASH033",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",17.037,0,NA,25,0,"Other","Low","arrival","Caranx ignobilis",170,"Large",TRUE,1
"147","FP_201_ASH033",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",17.037,0,NA,25,0,"Other","Low","after","Caranx ignobilis",170,"Large",TRUE,1
"148","FP_201_ASH033",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",15.9309,0,NA,25,0,"Other","Low","before","Caranx melampygus",117,"Large",TRUE,1
"149","FP_201_ASH033",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",15.9309,0,NA,25,0,"Other","Low","arrival","Caranx melampygus",117,"Large",TRUE,1
"150","FP_201_ASH033",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",15.9309,0,NA,25,0,"Other","Low","after","Caranx melampygus",117,"Large",TRUE,1
"151","FP_201_ASH033",2016,8.573,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",6.2273,1,2.3457,25,0,"Other","Low","before","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"152","FP_201_ASH033",2016,8.573,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",6.2273,1,2.3457,25,0,"Other","Low","arrival","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"153","FP_201_ASH033",2016,8.573,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",6.2273,1,2.3457,25,0,"Other","Low","after","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"154","FP_201_ASH033",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",12.5759,0,NA,25,0,"Other","Low","before","Gymnocranius grandoculis",80,"Medium",TRUE,1
"155","FP_201_ASH033",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",12.5759,0,NA,25,0,"Other","Low","arrival","Gymnocranius grandoculis",80,"Medium",TRUE,1
"156","FP_201_ASH033",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",12.5759,0,NA,25,0,"Other","Low","after","Gymnocranius grandoculis",80,"Medium",TRUE,1
"157","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",10.2831,0,NA,25,0,"Other","Low","before","Lethrinus amboinensis",70,"Medium",TRUE,3
"158","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",10.2831,0,NA,25,0,"Other","Low","arrival","Lethrinus amboinensis",70,"Medium",TRUE,3
"159","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",10.2831,0,NA,25,0,"Other","Low","after","Lethrinus amboinensis",70,"Medium",TRUE,3
"160","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",15.8848,0,NA,25,0,"Other","Low","before","Lethrinus olivaceus",100,"Large",TRUE,1
"161","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",15.8848,0,NA,25,0,"Other","Low","arrival","Lethrinus olivaceus",100,"Large",TRUE,1
"162","FP_201_ASH033",2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",15.8848,0,NA,25,0,"Other","Low","after","Lethrinus olivaceus",100,"Large",TRUE,1
"163","FP_201_ASH033",2016,15.7068,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",3.3383,1,12.3685,25,0,"Other","Low","before","Lethrinus ravus",25,"Small",TRUE,3
"164","FP_201_ASH033",2016,15.7068,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",3.3383,1,12.3685,25,0,"Other","Low","arrival","Lethrinus ravus",25,"Small",TRUE,3
"165","FP_201_ASH033",2016,15.7068,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",3.3383,1,12.3685,25,0,"Other","Low","after","Lethrinus ravus",25,"Small",TRUE,3
"166","FP_201_ASH033",2016,3.5313,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",6.1806,1,-2.6493,25,0,"Other","Low","before","Lethrinus rubrioperculatus",50,"Medium",TRUE,9
"167","FP_201_ASH033",2016,3.5313,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",6.1806,1,-2.6493,25,0,"Other","Low","arrival","Lethrinus rubrioperculatus",50,"Medium",TRUE,9
"168","FP_201_ASH033",2016,3.5313,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",6.1806,1,-2.6493,25,0,"Other","Low","after","Lethrinus rubrioperculatus",50,"Medium",TRUE,9
"169","FP_201_ASH033",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",12.027,0,NA,25,0,"Other","Low","before","Aprion virescens",112,"Large",TRUE,1
"170","FP_201_ASH033",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",12.027,0,NA,25,0,"Other","Low","arrival","Aprion virescens",112,"Large",TRUE,1
"171","FP_201_ASH033",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",12.027,0,NA,25,0,"Other","Low","after","Aprion virescens",112,"Large",TRUE,1
"172","FP_201_ASH035",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",2.5197,0,NA,4,10,"Reef","Medium","absent","Carangoides orthogrammus",75,"Medium",FALSE,4
"173","FP_201_ASH035",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",7.5881,0,NA,4,10,"Reef","Medium","absent","Caranx ignobilis",170,"Large",FALSE,1
"174","FP_201_ASH035",2016,4.7859,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",4.7859,1,0,4,10,"Reef","Medium","absent","Caranx melampygus",117,"Large",FALSE,3
"175","FP_201_ASH035",2016,NA,"Carangidae","Scomberoides","lysan","Carangidae Scomberoides lysan",8.3333,0,NA,4,10,"Reef","Medium","absent","Scomberoides lysan",110,"Large",FALSE,1
"176","FP_201_ASH035",2016,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",33.6659,0,NA,4,10,"Reef","Medium","absent","Lethrinus rubrioperculatus",50,"Medium",FALSE,4
"177","FP_201_ASH035",2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",4.8393,0,NA,4,10,"Reef","Medium","absent","Lutjanus bohar",90,"Medium",FALSE,2
"178","FP_201_ASH035",2016,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",2.2956,0,NA,4,10,"Reef","Medium","absent","Lutjanus decussatus",35,"Small",FALSE,3
"179","FP_201_ASH035",2016,NA,"Serranidae","Cephalopholis","sp","Serranidae Cephalopholis sp",27.2628,0,NA,4,10,"Reef","Medium","absent","Cephalopholis sp",NA,NA,FALSE,1
"180","FP_201_ASH035",2016,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",7.0293,0,NA,4,10,"Reef","Medium","absent","Variola albimarginata",65,"Medium",FALSE,1
"181","FP_201_ASH036",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",9.8482,0,NA,7,70,"Reef","Medium","before ","Carangoides orthogrammus",75,"Medium",TRUE,1
"182","FP_201_ASH036",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",9.8482,0,NA,7,70,"Reef","Medium","arrival","Carangoides orthogrammus",75,"Medium",TRUE,1
"183","FP_201_ASH036",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",9.8482,0,NA,7,70,"Reef","Medium","after","Carangoides orthogrammus",75,"Medium",TRUE,1
"184","FP_201_ASH036",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",4.98,0,NA,7,70,"Reef","Medium","before ","Caranx melampygus",117,"Large",TRUE,5
"185","FP_201_ASH036",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",4.98,0,NA,7,70,"Reef","Medium","arrival","Caranx melampygus",117,"Large",TRUE,5
"186","FP_201_ASH036",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",4.98,0,NA,7,70,"Reef","Medium","after","Caranx melampygus",117,"Large",TRUE,5
"187","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",9.9661,1,21.5176,7,70,"Reef","Medium","before ","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"188","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",9.9661,1,21.5176,7,70,"Reef","Medium","arrival","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"189","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",9.9661,1,21.5176,7,70,"Reef","Medium","after","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"190","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",33.87,1,-2.3863,7,70,"Reef","Medium","before ","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"191","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",33.87,1,-2.3863,7,70,"Reef","Medium","arrival","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"192","FP_201_ASH036",2016,31.4837,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",33.87,1,-2.3863,7,70,"Reef","Medium","after","Carcharhinus amblyrhynchos",255,"Large",TRUE,2
"193","FP_201_ASH036",2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",7.4113,0,NA,7,70,"Reef","Medium","before ","Triaenodon obesus",213,"Large",TRUE,2
"194","FP_201_ASH036",2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",7.4113,0,NA,7,70,"Reef","Medium","arrival","Triaenodon obesus",213,"Large",TRUE,2
"195","FP_201_ASH036",2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",7.4113,0,NA,7,70,"Reef","Medium","after","Triaenodon obesus",213,"Large",TRUE,2
"196","FP_201_ASH036",2016,12.9435,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",12.25,1,0.6935,7,70,"Reef","Medium","before ","Lethrinus atkinsoni",50,"Medium",TRUE,1
"197","FP_201_ASH036",2016,12.9435,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",12.25,1,0.6935,7,70,"Reef","Medium","arrival","Lethrinus atkinsoni",50,"Medium",TRUE,1
"198","FP_201_ASH036",2016,12.9435,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",12.25,1,0.6935,7,70,"Reef","Medium","after","Lethrinus atkinsoni",50,"Medium",TRUE,1
"199","FP_201_ASH036",2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",5.0117,0,NA,7,70,"Reef","Medium","before ","Lethrinus microdon",80,"Medium",TRUE,10
"200","FP_201_ASH036",2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",5.0117,0,NA,7,70,"Reef","Medium","arrival","Lethrinus microdon",80,"Medium",TRUE,10
"201","FP_201_ASH036",2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",5.0117,0,NA,7,70,"Reef","Medium","after","Lethrinus microdon",80,"Medium",TRUE,10
"202","FP_201_ASH036",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",32.8428,0,NA,7,70,"Reef","Medium","before ","Aprion virescens",112,"Large",TRUE,1
"203","FP_201_ASH036",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",32.8428,0,NA,7,70,"Reef","Medium","arrival","Aprion virescens",112,"Large",TRUE,1
"204","FP_201_ASH036",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",32.8428,0,NA,7,70,"Reef","Medium","after","Aprion virescens",112,"Large",TRUE,1
"205","FP_201_ASH036",2016,12.9435,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",5.0261,1,7.9174,7,70,"Reef","Medium","before ","Lutjanus bohar",90,"Medium",TRUE,18
"206","FP_201_ASH036",2016,12.9435,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",5.0261,1,7.9174,7,70,"Reef","Medium","arrival","Lutjanus bohar",90,"Medium",TRUE,18
"207","FP_201_ASH036",2016,12.9435,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",5.0261,1,7.9174,7,70,"Reef","Medium","after","Lutjanus bohar",90,"Medium",TRUE,18
"208","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",13.692,0,NA,7,70,"Reef","Medium","before ","Lutjanus decussatus",35,"Small",TRUE,2
"209","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",13.692,0,NA,7,70,"Reef","Medium","arrival","Lutjanus decussatus",35,"Small",TRUE,2
"210","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",13.692,0,NA,7,70,"Reef","Medium","after","Lutjanus decussatus",35,"Small",TRUE,2
"211","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","rivulatus","Lutjanidae Lutjanus rivulatus",26.5115,0,NA,7,70,"Reef","Medium","before ","Lutjanus rivulatus",80,"Medium",TRUE,2
"212","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","rivulatus","Lutjanidae Lutjanus rivulatus",26.5115,0,NA,7,70,"Reef","Medium","arrival","Lutjanus rivulatus",80,"Medium",TRUE,2
"213","FP_201_ASH036",2016,NA,"Lutjanidae","Lutjanus","rivulatus","Lutjanidae Lutjanus rivulatus",26.5115,0,NA,7,70,"Reef","Medium","after","Lutjanus rivulatus",80,"Medium",TRUE,2
"214","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",3.2477,0,NA,7,70,"Reef","Medium","before ","Macolor sp",NA,NA,TRUE,1
"215","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",3.2477,0,NA,7,70,"Reef","Medium","arrival","Macolor sp",NA,NA,TRUE,1
"216","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",3.2477,0,NA,7,70,"Reef","Medium","after","Macolor sp",NA,NA,TRUE,1
"217","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",24.8916,0,NA,7,70,"Reef","Medium","before ","Macolor sp",NA,NA,TRUE,1
"218","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",24.8916,0,NA,7,70,"Reef","Medium","arrival","Macolor sp",NA,NA,TRUE,1
"219","FP_201_ASH036",2016,NA,"Lutjanidae","Macolor","sp","Lutjanidae Macolor sp",24.8916,0,NA,7,70,"Reef","Medium","after","Macolor sp",NA,NA,TRUE,1
"220","FP_201_ASH036",2016,NA,"Serranidae","Aethaloperca","rogaa","Serranidae Aethaloperca rogaa",37.9496,0,NA,7,70,"Reef","Medium","before ","Aethaloperca rogaa",60,"Medium",TRUE,1
"221","FP_201_ASH036",2016,NA,"Serranidae","Aethaloperca","rogaa","Serranidae Aethaloperca rogaa",37.9496,0,NA,7,70,"Reef","Medium","arrival","Aethaloperca rogaa",60,"Medium",TRUE,1
"222","FP_201_ASH036",2016,NA,"Serranidae","Aethaloperca","rogaa","Serranidae Aethaloperca rogaa",37.9496,0,NA,7,70,"Reef","Medium","after","Aethaloperca rogaa",60,"Medium",TRUE,1
"223","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","argus","Serranidae Cephalopholis argus",5.6807,0,NA,7,70,"Reef","Medium","before ","Cephalopholis argus",60,"Medium",TRUE,2
"224","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","argus","Serranidae Cephalopholis argus",5.6807,0,NA,7,70,"Reef","Medium","arrival","Cephalopholis argus",60,"Medium",TRUE,2
"225","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","argus","Serranidae Cephalopholis argus",5.6807,0,NA,7,70,"Reef","Medium","after","Cephalopholis argus",60,"Medium",TRUE,2
"226","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",7.2845,0,NA,7,70,"Reef","Medium","before ","Cephalopholis urodeta",28,"Small",TRUE,2
"227","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",7.2845,0,NA,7,70,"Reef","Medium","arrival","Cephalopholis urodeta",28,"Small",TRUE,2
"228","FP_201_ASH036",2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",7.2845,0,NA,7,70,"Reef","Medium","after","Cephalopholis urodeta",28,"Small",TRUE,2
"229","FP_201_ASH036",2016,NA,"Serranidae","Epinephelus","fasciatus","Serranidae Epinephelus fasciatus",13.2577,0,NA,7,70,"Reef","Medium","before ","Epinephelus fasciatus",40,"Small",TRUE,1
"230","FP_201_ASH036",2016,NA,"Serranidae","Epinephelus","fasciatus","Serranidae Epinephelus fasciatus",13.2577,0,NA,7,70,"Reef","Medium","arrival","Epinephelus fasciatus",40,"Small",TRUE,1
"231","FP_201_ASH036",2016,NA,"Serranidae","Epinephelus","fasciatus","Serranidae Epinephelus fasciatus",13.2577,0,NA,7,70,"Reef","Medium","after","Epinephelus fasciatus",40,"Small",TRUE,1
"232","FP_201_ASH036",2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","before ","Variola louti",83,"Medium",TRUE,1
"233","FP_201_ASH036",2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","arrival","Variola louti",83,"Medium",TRUE,1
"234","FP_201_ASH036",2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","after","Variola louti",83,"Medium",TRUE,1
"235","FP_201_ASH040",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",5.6929,0,NA,39.7,5,"Other","Low","absent ","Carangoides orthogrammus",75,"Medium",FALSE,1
"236","FP_201_ASH040",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",5.5661,0,NA,39.7,5,"Other","Low","absent ","Caranx melampygus",117,"Large",FALSE,2
"237","FP_201_ASH040",2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",4.5863,0,NA,39.7,5,"Other","Low","absent ","Gymnocranius grandoculis",80,"Medium",FALSE,1
"238","FP_201_ASH040",2016,14.9094,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",7.2706,1,7.6388,39.7,5,"Other","Low","absent ","Lethrinus amboinensis",70,"Medium",FALSE,3
"239","FP_201_ASH040",2016,15.0006,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",3.241,1,11.7596,39.7,5,"Other","Low","absent ","Lethrinus rubrioperculatus",50,"Medium",FALSE,10
"240","FP_201_ASH040",2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",21.0572,0,NA,39.7,5,"Other","Low","absent ","Aprion virescens",112,"Large",FALSE,1
"241","FP_201_ASH047",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",44.8154,0,NA,6.1,0,"Sand","Low","absent","Carangoides orthogrammus",75,"Medium",FALSE,1
"242","FP_201_ASH047",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",45.1546,0,NA,6.1,0,"Sand","Low","absent","Caranx melampygus",117,"Large",FALSE,1
"243","FP_201_ASH047",2016,NA,"Carangidae","Scomberoides","lysan","Carangidae Scomberoides lysan",5.1574,0,NA,6.1,0,"Sand","Low","absent","Scomberoides lysan",110,"Large",FALSE,1
"244","FP_201_ASH051",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other","Low","arrival","Carangoides orthogrammus",75,"Medium",TRUE,1
"245","FP_201_ASH051",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other ","Low ","after","Carangoides orthogrammus",75,"Medium",TRUE,1
"246","FP_201_ASH051",2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other","Low","after","Carangoides orthogrammus",75,"Medium",TRUE,1
"247","FP_201_ASH051",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other","Low","arrival","Caranx ignobilis",170,"Large",TRUE,1
"248","FP_201_ASH051",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other ","Low ","after","Caranx ignobilis",170,"Large",TRUE,1
"249","FP_201_ASH051",2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other","Low","after","Caranx ignobilis",170,"Large",TRUE,1
"250","FP_201_ASH051",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other","Low","arrival","Caranx melampygus",117,"Large",TRUE,1
"251","FP_201_ASH051",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other ","Low ","after","Caranx melampygus",117,"Large",TRUE,1
"252","FP_201_ASH051",2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other","Low","after","Caranx melampygus",117,"Large",TRUE,1
"253","FP_201_ASH051",2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",60.5506,1,0.137299999999996,5,5,"Other","Low","arrival","Nebrius ferrugineus",320,"Large",TRUE,1
"254","FP_201_ASH051",2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",60.5506,1,0.137299999999996,5,5,"Other ","Low ","after","Nebrius ferrugineus",320,"Large",TRUE,1
