"","OP_CODE","SumMaxN","Year","TimeFirstFed","Family","Genus","Species","Scientific","TimeFirstSeen","HasFed","DelayToFeed","Depth","Coral","Habitat","Complexity","Treatment","Gensp","Length","Size_class","Shark_present","MaxN","Small_MaxN","Medium_MaxN","Large_MaxN"
"461","DEH_1_5",9,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",2.6,0,NA,26,0,"Other","Low","absent","Aprion virescens",112,"Large",TRUE,1,0,6,3
"462","DEH_1_6",6,2004,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",1.65,0,NA,NA,NA,NA,NA,NA,"Plectropomus laevis",125,"Large",TRUE,1,0,3,3
"463","DEH_1_6",6,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",48.33333,0,NA,NA,NA,NA,NA,NA,"Aprion virescens",112,"Large",TRUE,1,0,3,3
"464","DEH_1_6",6,2004,NA,"Carangidae","Caranx","lugubris","Carangidae Caranx lugubris",8.26666,0,NA,NA,NA,NA,NA,NA,"Caranx lugubris",100,"Large",TRUE,1,0,3,3
"465","DEH_1_6",6,2004,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",30.51667,0,NA,NA,NA,NA,NA,NA,"Gymnocranius grandoculis",80,"Medium",TRUE,1,0,3,3
"466","DEH_1_6",6,2004,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",20.65,0,NA,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,1,0,3,3
"467","DEH_1_6",6,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",35.03333,0,NA,NA,NA,NA,NA,NA,"Lutjanus bohar",90,"Medium",TRUE,1,0,3,3
"468","DEH_16_1",10,2004,NA,"Carangidae","Unknown","sp2","Carangidae Unknown sp2",53.31667,0,NA,NA,NA,NA,NA,NA,"Unknown sp2",NA,NA,TRUE,1,0,7,2
"469","DEH_16_1",10,2004,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",6.13333,0,NA,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,3,0,7,2
"470","DEH_16_1",10,2004,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",8.36666,0,NA,NA,NA,NA,NA,NA,"Lethrinus amboinensis",70,"Medium",TRUE,1,0,7,2
"471","DEH_16_1",10,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",7.4,0,NA,NA,NA,NA,NA,NA,"Aprion virescens",112,"Large",TRUE,1,0,7,2
"472","DEH_16_1",10,2004,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",16.25,0,NA,NA,NA,NA,NA,NA,"Carcharhinus amblyrhynchos",255,"Large",TRUE,1,0,7,2
"473","DEH_16_1",10,2004,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",2.58333,0,NA,NA,NA,NA,NA,NA,"Gymnocranius grandoculis",80,"Medium",TRUE,3,0,7,2
"474","DEH_16_2",23,2004,19.15,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",4.1,1,15.05,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,5,0,17,6
"475","DEH_16_2",23,2004,17.1,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",16.78333,1,0.316670000000002,NA,NA,NA,NA,NA,"Aprion virescens",112,"Large",TRUE,2,0,17,6
"476","DEH_16_2",23,2004,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",37.65,0,NA,NA,NA,NA,NA,NA,"Carangoides ferdau",70,"Medium",TRUE,9,0,17,6
"477","DEH_16_2",23,2004,NA,"Carangidae","Elagatis","bipinnulata","Carangidae Elagatis bipinnulata",47.33333,0,NA,NA,NA,NA,NA,NA,"Elagatis bipinnulata",180,"Large",TRUE,3,0,17,6
"478","DEH_16_2",23,2004,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",35.33333,0,NA,NA,NA,NA,NA,NA,"Gymnocranius grandoculis",80,"Medium",TRUE,1,0,17,6
"479","DEH_16_2",23,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",51.03333,0,NA,NA,NA,NA,NA,NA,"Lethrinus olivaceus",100,"Large",TRUE,1,0,17,6
"480","DEH_16_2",23,2004,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",25.43333,0,NA,NA,NA,NA,NA,NA,"Lethrinus amboinensis",70,"Medium",TRUE,2,0,17,6
"481","DEH_16_3",38,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",49.75,0,NA,NA,NA,NA,NA,NA,"Triaenodon obesus",213,"Large",TRUE,1,13,19,5
"482","DEH_16_3",38,2004,NA,"Serranidae","Pseudanthias","sp","Serranidae Pseudanthias sp",33.66667,0,NA,NA,NA,NA,NA,NA,"Pseudanthias sp",NA,NA,TRUE,1,13,19,5
"483","DEH_16_3",38,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",44.53333,0,NA,NA,NA,NA,NA,NA,"Variola albimarginata",65,"Medium",TRUE,2,13,19,5
"484","DEH_16_3",38,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",43.98333,0,NA,NA,NA,NA,NA,NA,"Lethrinus olivaceus",100,"Large",TRUE,1,13,19,5
"485","DEH_16_3",38,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",0.98333,0,NA,NA,NA,NA,NA,NA,"Aprion virescens",112,"Large",TRUE,1,13,19,5
"486","DEH_16_3",38,2004,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",1.03333,0,NA,NA,NA,NA,NA,NA,"Carangoides ferdau",70,"Medium",TRUE,10,13,19,5
"487","DEH_16_3",38,2004,NA,"Carangidae","Caranx","lugubris","Carangidae Caranx lugubris",1.76666,0,NA,NA,NA,NA,NA,NA,"Caranx lugubris",100,"Large",TRUE,1,13,19,5
"488","DEH_16_3",38,2004,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",1.2,0,NA,NA,NA,NA,NA,NA,"Carcharhinus amblyrhynchos",255,"Large",TRUE,1,13,19,5
"489","DEH_16_3",38,2004,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",1.2,0,NA,NA,NA,NA,NA,NA,"Carcharhinus amblyrhynchos",255,"Large",TRUE,1,13,19,5
"490","DEH_16_3",38,2004,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",54.68333,0,NA,NA,NA,NA,NA,NA,"Carcharhinus amblyrhynchos",255,"Large",TRUE,1,13,19,5
"491","DEH_16_3",38,2004,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinidae Carcharhinus amblyrhynchos",54.68333,0,NA,NA,NA,NA,NA,NA,"Carcharhinus amblyrhynchos",255,"Large",TRUE,1,13,19,5
"492","DEH_16_3",38,2004,44.93333,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",1.11666,1,43.81667,NA,NA,NA,NA,NA,"Lethrinus amboinensis",70,"Medium",TRUE,3,13,19,5
"493","DEH_16_3",38,2004,43.9,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",42.91667,1,0.983329999999995,NA,NA,NA,NA,NA,"Lethrinus ravus",25,"Small",TRUE,13,13,19,5
"494","DEH_16_3",38,2004,13.86667,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",1.11666,1,12.75001,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,3,13,19,5
"495","DEH_16_3",38,2004,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",2.31666,0,NA,NA,NA,NA,NA,NA,"Gymnocranius grandoculis",80,"Medium",TRUE,1,13,19,5
"496","DEH_16_4",5,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",36.45,0,NA,NA,NA,NA,NA,NA,"Aprion virescens",112,"Large",TRUE,1,0,4,1
"497","DEH_16_4",5,2004,NA,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",9.9,0,NA,NA,NA,NA,NA,NA,"Lethrinus amboinensis",70,"Medium",TRUE,1,0,4,1
"498","DEH_16_4",5,2004,40.81667,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",12.28333,1,28.53334,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,3,0,4,1
"499","DEH_16_5",11,2004,59.11666,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",12.01667,1,47.09999,NA,NA,NA,NA,NA,"Lethrinus rubrioperculatus",50,"Medium",TRUE,11,0,11,0
"500","DEH_2_1",50,2004,29.85,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",29.15,1,0.700000000000003,14,90,"Reef","High","before","Lethrinus ravus",25,"Small",TRUE,1,30,17,3
"501","DEH_2_1",50,2004,29.85,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",29.15,1,0.700000000000003,14,90,"Reef","High","arrival","Lethrinus ravus",25,"Small",TRUE,1,30,17,3
"502","DEH_2_1",50,2004,29.85,"Lethrinidae","Lethrinus","ravus","Lethrinidae Lethrinus ravus",29.15,1,0.700000000000003,14,90,"Reef","High","after","Lethrinus ravus",25,"Small",TRUE,1,30,17,3
"503","DEH_2_1",50,2004,13.8,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",8.51666,1,5.28334,14,90,"Reef","High","before","Lethrinus atkinsoni",50,"Medium",TRUE,2,30,17,3
"504","DEH_2_1",50,2004,13.8,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",8.51666,1,5.28334,14,90,"Reef","High","arrival","Lethrinus atkinsoni",50,"Medium",TRUE,2,30,17,3
"505","DEH_2_1",50,2004,13.8,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",8.51666,1,5.28334,14,90,"Reef","High","after","Lethrinus atkinsoni",50,"Medium",TRUE,2,30,17,3
"506","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",37.71667,0,NA,14,90,"Reef","High","before","Lethrinus olivaceus",100,"Large",TRUE,1,30,17,3
"507","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",37.71667,0,NA,14,90,"Reef","High","arrival","Lethrinus olivaceus",100,"Large",TRUE,1,30,17,3
"508","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",37.71667,0,NA,14,90,"Reef","High","after","Lethrinus olivaceus",100,"Large",TRUE,1,30,17,3
"509","DEH_2_1",50,2004,8.01666,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8,1,0.0166599999999999,14,90,"Reef","High","before","Lethrinus rubrioperculatus",50,"Medium",TRUE,2,30,17,3
"510","DEH_2_1",50,2004,8.01666,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8,1,0.0166599999999999,14,90,"Reef","High","arrival","Lethrinus rubrioperculatus",50,"Medium",TRUE,2,30,17,3
"511","DEH_2_1",50,2004,8.01666,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8,1,0.0166599999999999,14,90,"Reef","High","after","Lethrinus rubrioperculatus",50,"Medium",TRUE,2,30,17,3
"512","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"513","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"514","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","arrival","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"515","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","arrival","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"516","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"517","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",58.76667,0,NA,14,90,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"518","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"519","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"520","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","arrival","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"521","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","arrival","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"522","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,1,30,17,3
"523","DEH_2_1",50,2004,15.26667,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",11.78333,1,3.48334,14,90,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,2,30,17,3
"524","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.85,0,NA,14,90,"Reef","High","before","Lutjanus decussatus",35,"Small",TRUE,2,30,17,3
"525","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.85,0,NA,14,90,"Reef","High","arrival","Lutjanus decussatus",35,"Small",TRUE,2,30,17,3
"526","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.85,0,NA,14,90,"Reef","High","after","Lutjanus decussatus",35,"Small",TRUE,2,30,17,3
"527","DEH_2_1",50,2004,3.91666,"Lutjanidae","Lutjanus","gibbus","Lutjanidae Lutjanus gibbus",1.96666,1,1.95,14,90,"Reef","High","before","Lutjanus gibbus",50,"Medium",TRUE,7,30,17,3
"528","DEH_2_1",50,2004,3.91666,"Lutjanidae","Lutjanus","gibbus","Lutjanidae Lutjanus gibbus",1.96666,1,1.95,14,90,"Reef","High","arrival","Lutjanus gibbus",50,"Medium",TRUE,7,30,17,3
"529","DEH_2_1",50,2004,3.91666,"Lutjanidae","Lutjanus","gibbus","Lutjanidae Lutjanus gibbus",1.96666,1,1.95,14,90,"Reef","High","after","Lutjanus gibbus",50,"Medium",TRUE,7,30,17,3
"530","DEH_2_1",50,2004,2.11666,"Lutjanidae","Lutjanus","kasmira","Lutjanidae Lutjanus kasmira",2.06666,1,0.0499999999999998,14,90,"Reef","High","before","Lutjanus kasmira",40,"Small",TRUE,25,30,17,3
"531","DEH_2_1",50,2004,2.11666,"Lutjanidae","Lutjanus","kasmira","Lutjanidae Lutjanus kasmira",2.06666,1,0.0499999999999998,14,90,"Reef","High","arrival","Lutjanus kasmira",40,"Small",TRUE,25,30,17,3
"532","DEH_2_1",50,2004,2.11666,"Lutjanidae","Lutjanus","kasmira","Lutjanidae Lutjanus kasmira",2.06666,1,0.0499999999999998,14,90,"Reef","High","after","Lutjanus kasmira",40,"Small",TRUE,25,30,17,3
"533","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","semicinctus","Lutjanidae Lutjanus semicinctus",24.73333,0,NA,14,90,"Reef","High","before","Lutjanus semicinctus",35,"Small",TRUE,1,30,17,3
"534","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","semicinctus","Lutjanidae Lutjanus semicinctus",24.73333,0,NA,14,90,"Reef","High","arrival","Lutjanus semicinctus",35,"Small",TRUE,1,30,17,3
"535","DEH_2_1",50,2004,NA,"Lutjanidae","Lutjanus","semicinctus","Lutjanidae Lutjanus semicinctus",24.73333,0,NA,14,90,"Reef","High","after","Lutjanus semicinctus",35,"Small",TRUE,1,30,17,3
"536","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","obsoletus","Lethrinidae Lethrinus obsoletus",6.53333,0,NA,14,90,"Reef","High","before","Lethrinus obsoletus",60,"Medium",TRUE,1,30,17,3
"537","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","obsoletus","Lethrinidae Lethrinus obsoletus",6.53333,0,NA,14,90,"Reef","High","arrival","Lethrinus obsoletus",60,"Medium",TRUE,1,30,17,3
"538","DEH_2_1",50,2004,NA,"Lethrinidae","Lethrinus","obsoletus","Lethrinidae Lethrinus obsoletus",6.53333,0,NA,14,90,"Reef","High","after","Lethrinus obsoletus",60,"Medium",TRUE,1,30,17,3
"539","DEH_2_1",50,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",7.06666,0,NA,14,90,"Reef","High","before","Aprion virescens",112,"Large",TRUE,1,30,17,3
"540","DEH_2_1",50,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",7.06666,0,NA,14,90,"Reef","High","arrival","Aprion virescens",112,"Large",TRUE,1,30,17,3
"541","DEH_2_1",50,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",7.06666,0,NA,14,90,"Reef","High","after","Aprion virescens",112,"Large",TRUE,1,30,17,3
"542","DEH_2_1",50,2004,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",20.36667,0,NA,14,90,"Reef","High","before","Cephalopholis urodeta",28,"Small",TRUE,1,30,17,3
"543","DEH_2_1",50,2004,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",20.36667,0,NA,14,90,"Reef","High","arrival","Cephalopholis urodeta",28,"Small",TRUE,1,30,17,3
"544","DEH_2_1",50,2004,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",20.36667,0,NA,14,90,"Reef","High","after","Cephalopholis urodeta",28,"Small",TRUE,1,30,17,3
"545","DEH_2_1",50,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",25.05,0,NA,14,90,"Reef","High","before","Triaenodon obesus",213,"Large",TRUE,1,30,17,3
"546","DEH_2_1",50,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",25.05,0,NA,14,90,"Reef","High","arrival","Triaenodon obesus",213,"Large",TRUE,1,30,17,3
"547","DEH_2_1",50,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",25.05,0,NA,14,90,"Reef","High","after","Triaenodon obesus",213,"Large",TRUE,1,30,17,3
"548","DEH_2_1",50,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",2.33333,0,NA,14,90,"Reef","High","before","Variola albimarginata",65,"Medium",TRUE,1,30,17,3
"549","DEH_2_1",50,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",2.33333,0,NA,14,90,"Reef","High","arrival","Variola albimarginata",65,"Medium",TRUE,1,30,17,3
"550","DEH_2_1",50,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",2.33333,0,NA,14,90,"Reef","High","after","Variola albimarginata",65,"Medium",TRUE,1,30,17,3
"551","DEH_2_1",50,2004,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.25,0,NA,14,90,"Reef","High","before","Monotaxis grandoculis",60,"Medium",TRUE,1,30,17,3
"552","DEH_2_1",50,2004,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.25,0,NA,14,90,"Reef","High","arrival","Monotaxis grandoculis",60,"Medium",TRUE,1,30,17,3
"553","DEH_2_1",50,2004,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.25,0,NA,14,90,"Reef","High","after","Monotaxis grandoculis",60,"Medium",TRUE,1,30,17,3
"554","DEH_2_2",17,2004,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",4.23333,0,NA,15,90,"Reef","Medium","absent","Lutjanus bohar",90,"Medium",TRUE,1,2,10,5
"555","DEH_2_2",17,2004,NA,"Carangidae","Caranx","lugubris","Carangidae Caranx lugubris",11.53333,0,NA,15,90,"Reef","Medium","absent","Caranx lugubris",100,"Large",TRUE,1,2,10,5
"556","DEH_2_2",17,2004,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",23.15,0,NA,15,90,"Reef","Medium","absent","Caranx melampygus",117,"Large",TRUE,1,2,10,5
"557","DEH_2_2",17,2004,34.48333,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",31.98333,1,2.5,15,90,"Reef","Medium","absent","Lethrinus atkinsoni",50,"Medium",TRUE,1,2,10,5
"558","DEH_2_2",17,2004,11.33333,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",11.23333,1,0.0999999999999996,15,90,"Reef","Medium","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,7,2,10,5
"559","DEH_2_2",17,2004,45.46667,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",14.26667,1,31.2,15,90,"Reef","Medium","absent","Lutjanus decussatus",35,"Small",TRUE,2,2,10,5
"560","DEH_2_2",17,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",11.3,0,NA,15,90,"Reef","Medium","absent","Lethrinus olivaceus",100,"Large",TRUE,1,2,10,5
"561","DEH_2_2",17,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",14.61667,0,NA,15,90,"Reef","Medium","absent","Aprion virescens",112,"Large",TRUE,2,2,10,5
"562","DEH_2_2",17,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",35.55,0,NA,15,90,"Reef","Medium","absent","Variola albimarginata",65,"Medium",TRUE,1,2,10,5
"563","DEH_2_3",9,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",2.76666,0,NA,13,10,"Reef","Medium","absent","Variola albimarginata",65,"Medium",TRUE,1,0,6,3
"564","DEH_2_3",9,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",15.21667,0,NA,13,10,"Reef","Medium","absent","Lethrinus olivaceus",100,"Large",TRUE,1,0,6,3
"565","DEH_2_3",9,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",16.13333,0,NA,13,10,"Reef","Medium","absent","Aprion virescens",112,"Large",TRUE,1,0,6,3
"566","DEH_2_3",9,2004,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",1.96666,0,NA,13,10,"Reef","Medium","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,5,0,6,3
"567","DEH_2_3",9,2004,NA,"Carangidae","Caranx","lugubris","Carangidae Caranx lugubris",24.33333,0,NA,13,10,"Reef","Medium","absent","Caranx lugubris",100,"Large",TRUE,1,0,6,3
"568","DEH_2_4",15,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",3.01666,0,NA,18,30,"Reef","Medium","absent","Variola albimarginata",65,"Medium",TRUE,1,0,12,3
"569","DEH_2_4",15,2004,4.16666,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",2.05,1,2.11666,18,30,"Reef","Medium","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,10,0,12,3
"570","DEH_2_4",15,2004,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",40.78333,0,NA,18,30,"Reef","Medium","absent","Lethrinus olivaceus",100,"Large",TRUE,1,0,12,3
"571","DEH_2_4",15,2004,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",6.1,0,NA,18,30,"Reef","Medium","absent","Aprion virescens",112,"Large",TRUE,1,0,12,3
"572","DEH_2_4",15,2004,NA,"Carangidae","Carangoides","plagiotaenia","Carangidae Carangoides plagiotaenia",10.31667,0,NA,18,30,"Reef","Medium","absent","Carangoides plagiotaenia",50,"Medium",TRUE,1,0,12,3
"573","DEH_2_4",15,2004,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",40.85,0,NA,18,30,"Reef","Medium","absent","Caranx melampygus",117,"Large",TRUE,1,0,12,3
"574","DEH_2_5",19,2004,10.56667,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",2.7,1,7.86667,18,50,"Reef","Medium","before ","Lethrinus rubrioperculatus",50,"Medium",TRUE,15,1,17,1
"575","DEH_2_5",19,2004,10.56667,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",2.7,1,7.86667,18,50,"Reef","Medium","arrival","Lethrinus rubrioperculatus",50,"Medium",TRUE,15,1,17,1
"576","DEH_2_5",19,2004,10.56667,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",2.7,1,7.86667,18,50,"Reef","Medium","after","Lethrinus rubrioperculatus",50,"Medium",TRUE,15,1,17,1
"577","DEH_2_5",19,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",24.88333,0,NA,18,50,"Reef","Medium","before ","Triaenodon obesus",213,"Large",TRUE,1,1,17,1
"578","DEH_2_5",19,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",24.88333,0,NA,18,50,"Reef","Medium","arrival","Triaenodon obesus",213,"Large",TRUE,1,1,17,1
"579","DEH_2_5",19,2004,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",24.88333,0,NA,18,50,"Reef","Medium","after","Triaenodon obesus",213,"Large",TRUE,1,1,17,1
"580","DEH_2_5",19,2004,NA,"Serranidae","Variola","albimarginata","Serranidae Variola albimarginata",2.21666,0,NA,18,50,"Reef","Medium","before ","Variola albimarginata",65,"Medium",TRUE,1,1,17,1
