"","OP_CODE","SumMaxN","Year","TimeFirstFed","Family","Genus","Species","Scientific","TimeFirstSeen","HasFed","DelayToFeed","Depth","Coral","Habitat","Complexity","Treatment","Gensp","Length","Size_class","Shark_present","MaxN","Small_MaxN","Medium_MaxN","Large_MaxN"
"230","FP_201_ASH036",52,2016,NA,"Serranidae","Epinephelus","fasciatus","Serranidae Epinephelus fasciatus",13.2577,0,NA,7,70,"Reef","Medium","arrival","Epinephelus fasciatus",40,"Small",TRUE,1,5,36,10
"231","FP_201_ASH036",52,2016,NA,"Serranidae","Epinephelus","fasciatus","Serranidae Epinephelus fasciatus",13.2577,0,NA,7,70,"Reef","Medium","after","Epinephelus fasciatus",40,"Small",TRUE,1,5,36,10
"232","FP_201_ASH036",52,2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","before ","Variola louti",83,"Medium",TRUE,1,5,36,10
"233","FP_201_ASH036",52,2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","arrival","Variola louti",83,"Medium",TRUE,1,5,36,10
"234","FP_201_ASH036",52,2016,NA,"Serranidae","Variola","louti","Serranidae Variola louti",7.3223,0,NA,7,70,"Reef","Medium","after","Variola louti",83,"Medium",TRUE,1,5,36,10
"235","FP_201_ASH040",18,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",5.6929,0,NA,39.7,5,"Other","Low","absent ","Carangoides orthogrammus",75,"Medium",TRUE,1,0,15,3
"236","FP_201_ASH040",18,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",5.5661,0,NA,39.7,5,"Other","Low","absent ","Caranx melampygus",117,"Large",TRUE,2,0,15,3
"237","FP_201_ASH040",18,2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",4.5863,0,NA,39.7,5,"Other","Low","absent ","Gymnocranius grandoculis",80,"Medium",TRUE,1,0,15,3
"238","FP_201_ASH040",18,2016,14.9094,"Lethrinidae","Lethrinus","amboinensis","Lethrinidae Lethrinus amboinensis",7.2706,1,7.6388,39.7,5,"Other","Low","absent ","Lethrinus amboinensis",70,"Medium",TRUE,3,0,15,3
"239","FP_201_ASH040",18,2016,15.0006,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",3.241,1,11.7596,39.7,5,"Other","Low","absent ","Lethrinus rubrioperculatus",50,"Medium",TRUE,10,0,15,3
"240","FP_201_ASH040",18,2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",21.0572,0,NA,39.7,5,"Other","Low","absent ","Aprion virescens",112,"Large",TRUE,1,0,15,3
"241","FP_201_ASH047",3,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",44.8154,0,NA,6.1,0,"Sand","Low","absent","Carangoides orthogrammus",75,"Medium",TRUE,1,0,1,2
"242","FP_201_ASH047",3,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",45.1546,0,NA,6.1,0,"Sand","Low","absent","Caranx melampygus",117,"Large",TRUE,1,0,1,2
"243","FP_201_ASH047",3,2016,NA,"Carangidae","Scomberoides","lysan","Carangidae Scomberoides lysan",5.1574,0,NA,6.1,0,"Sand","Low","absent","Scomberoides lysan",110,"Large",TRUE,1,0,1,2
"244","FP_201_ASH051",6,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other","Low","arrival","Carangoides orthogrammus",75,"Medium",TRUE,1,0,2,4
"245","FP_201_ASH051",6,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other ","Low ","after","Carangoides orthogrammus",75,"Medium",TRUE,1,0,2,4
"246","FP_201_ASH051",6,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",33.0714,0,NA,5,5,"Other","Low","after","Carangoides orthogrammus",75,"Medium",TRUE,1,0,2,4
"247","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other","Low","arrival","Caranx ignobilis",170,"Large",TRUE,1,0,2,4
"248","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other ","Low ","after","Caranx ignobilis",170,"Large",TRUE,1,0,2,4
"249","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","ignobilis","Carangidae Caranx ignobilis",50.0061,0,NA,5,5,"Other","Low","after","Caranx ignobilis",170,"Large",TRUE,1,0,2,4
"250","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other","Low","arrival","Caranx melampygus",117,"Large",TRUE,1,0,2,4
"251","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other ","Low ","after","Caranx melampygus",117,"Large",TRUE,1,0,2,4
"252","FP_201_ASH051",6,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",8.954,0,NA,5,5,"Other","Low","after","Caranx melampygus",117,"Large",TRUE,1,0,2,4
"253","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",60.5506,1,0.137299999999996,5,5,"Other","Low","arrival","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"254","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",60.5506,1,0.137299999999996,5,5,"Other ","Low ","after","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"255","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",60.5506,1,0.137299999999996,5,5,"Other","Low","after","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"256","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",65.4538,1,-4.7659,5,5,"Other","Low","arrival","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"257","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",65.4538,1,-4.7659,5,5,"Other ","Low ","after","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"258","FP_201_ASH051",6,2016,60.6879,"Ginglymostomatidae","Nebrius","ferrugineus","Ginglymostomatidae Nebrius ferrugineus",65.4538,1,-4.7659,5,5,"Other","Low","after","Nebrius ferrugineus",320,"Large",TRUE,1,0,2,4
"259","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",32.567,0,NA,5,5,"Other","Low","arrival","Lethrinus olivaceus",100,"Large",TRUE,1,0,2,4
"260","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",32.567,0,NA,5,5,"Other ","Low ","after","Lethrinus olivaceus",100,"Large",TRUE,1,0,2,4
"261","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",32.567,0,NA,5,5,"Other","Low","after","Lethrinus olivaceus",100,"Large",TRUE,1,0,2,4
"262","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8.8305,0,NA,5,5,"Other","Low","arrival","Lethrinus rubrioperculatus",50,"Medium",TRUE,1,0,2,4
"263","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8.8305,0,NA,5,5,"Other ","Low ","after","Lethrinus rubrioperculatus",50,"Medium",TRUE,1,0,2,4
"264","FP_201_ASH051",6,2016,NA,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",8.8305,0,NA,5,5,"Other","Low","after","Lethrinus rubrioperculatus",50,"Medium",TRUE,1,0,2,4
"265","FP_201_ASH052",11,2016,NA,"Carangidae","Carangoides","ferdau","Carangidae Carangoides ferdau",20.2831,0,NA,23,0,"Sand","Low","absent","Carangoides ferdau",70,"Medium",TRUE,1,0,9,2
"266","FP_201_ASH052",11,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",63.0848,0,NA,23,0,"Sand","Low","absent","Carangoides orthogrammus",75,"Medium",TRUE,1,0,9,2
"267","FP_201_ASH052",11,2016,50.3759,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",7.3668,1,43.0091,23,0,"Sand","Low","absent","Gymnocranius grandoculis",80,"Medium",TRUE,7,0,9,2
"268","FP_201_ASH052",11,2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",51.0383,0,NA,23,0,"Sand","Low","absent","Lethrinus olivaceus",100,"Large",TRUE,1,0,9,2
"269","FP_201_ASH052",11,2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",37.5264,0,NA,23,0,"Sand","Low","absent","Aprion virescens",112,"Large",TRUE,1,0,9,2
"270","FP_201_ASH055",40,2016,NA,"Carangidae","Carangoides","oblongus","Carangidae Carangoides oblongus",10.0562,0,NA,25,5,"Other","Low","absent","Carangoides oblongus",46,"Small",TRUE,1,25,12,3
"271","FP_201_ASH055",40,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",10.1424,0,NA,25,5,"Other","Low","absent","Carangoides orthogrammus",75,"Medium",TRUE,3,25,12,3
"272","FP_201_ASH055",40,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",10.1273,0,NA,25,5,"Other","Low","absent","Caranx melampygus",117,"Large",TRUE,1,25,12,3
"273","FP_201_ASH055",40,2016,NA,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",6.4581,0,NA,25,5,"Other","Low","absent","Lethrinus atkinsoni",50,"Medium",TRUE,1,25,12,3
"274","FP_201_ASH055",40,2016,NA,"Lethrinidae","Lethrinus","atkinsoni","Lethrinidae Lethrinus atkinsoni",27.2962,0,NA,25,5,"Other","Low","absent","Lethrinus atkinsoni",50,"Medium",TRUE,1,25,12,3
"275","FP_201_ASH055",40,2016,61.8607,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",61.8607,1,0,25,5,"Other","Low","absent","Lethrinus olivaceus",100,"Large",TRUE,1,25,12,3
"276","FP_201_ASH055",40,2016,14.5345,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",18.7499,1,-4.2154,25,5,"Other","Low","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,6,25,12,3
"277","FP_201_ASH055",40,2016,14.5345,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",5.1824,1,9.3521,25,5,"Other","Low","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,6,25,12,3
"278","FP_201_ASH055",40,2016,7.4235,"Lethrinidae","Lethrinus","semicinctus","Lethrinidae Lethrinus semicinctus",7.4235,1,0,25,5,"Other","Low","absent","Lethrinus semicinctus",35,"Small",TRUE,24,25,12,3
"279","FP_201_ASH055",40,2016,NA,"Lutjanidae","Aprion","virescens","Lutjanidae Aprion virescens",16.4759,0,NA,25,5,"Other","Low","absent","Aprion virescens",112,"Large",TRUE,1,25,12,3
"280","FP_201_ASH055",40,2016,NA,"Serranidae","Epinephelus","maculatus","Serranidae Epinephelus maculatus",9.1314,0,NA,25,5,"Other","Low","absent","Epinephelus maculatus",60,"Medium",TRUE,2,25,12,3
"281","FP_201_ASH056",24,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",34.2632,0,NA,18,18.33,"Reef","High","before","Carangoides orthogrammus",75,"Medium",TRUE,3,6,10,8
"282","FP_201_ASH056",24,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",34.2632,0,NA,18,18.33,"Reef","High","before ","Carangoides orthogrammus",75,"Medium",TRUE,3,6,10,8
"283","FP_201_ASH056",24,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",34.2632,0,NA,18,18.33,"Reef","High","arrival ","Carangoides orthogrammus",75,"Medium",TRUE,3,6,10,8
"284","FP_201_ASH056",24,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",34.2632,0,NA,18,18.33,"Reef","High","after","Carangoides orthogrammus",75,"Medium",TRUE,3,6,10,8
"285","FP_201_ASH056",24,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",7.1677,0,NA,18,18.33,"Reef","High","before","Caranx melampygus",117,"Large",TRUE,1,6,10,8
"286","FP_201_ASH056",24,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",7.1677,0,NA,18,18.33,"Reef","High","before ","Caranx melampygus",117,"Large",TRUE,1,6,10,8
"287","FP_201_ASH056",24,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",7.1677,0,NA,18,18.33,"Reef","High","arrival ","Caranx melampygus",117,"Large",TRUE,1,6,10,8
"288","FP_201_ASH056",24,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",7.1677,0,NA,18,18.33,"Reef","High","after","Caranx melampygus",117,"Large",TRUE,1,6,10,8
"289","FP_201_ASH056",24,2016,NA,"Carangidae","Gnathanodon","speciosus","Carangidae Gnathanodon speciosus",34.3983,0,NA,18,18.33,"Reef","High","before","Gnathanodon speciosus",120,"Large",TRUE,3,6,10,8
"290","FP_201_ASH056",24,2016,NA,"Carangidae","Gnathanodon","speciosus","Carangidae Gnathanodon speciosus",34.3983,0,NA,18,18.33,"Reef","High","before ","Gnathanodon speciosus",120,"Large",TRUE,3,6,10,8
"291","FP_201_ASH056",24,2016,NA,"Carangidae","Gnathanodon","speciosus","Carangidae Gnathanodon speciosus",34.3983,0,NA,18,18.33,"Reef","High","arrival ","Gnathanodon speciosus",120,"Large",TRUE,3,6,10,8
"292","FP_201_ASH056",24,2016,NA,"Carangidae","Gnathanodon","speciosus","Carangidae Gnathanodon speciosus",34.3983,0,NA,18,18.33,"Reef","High","after","Gnathanodon speciosus",120,"Large",TRUE,3,6,10,8
"293","FP_201_ASH056",24,2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",35.862,0,NA,18,18.33,"Reef","High","before","Triaenodon obesus",213,"Large",TRUE,1,6,10,8
"294","FP_201_ASH056",24,2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",35.862,0,NA,18,18.33,"Reef","High","before ","Triaenodon obesus",213,"Large",TRUE,1,6,10,8
"295","FP_201_ASH056",24,2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",35.862,0,NA,18,18.33,"Reef","High","arrival ","Triaenodon obesus",213,"Large",TRUE,1,6,10,8
"296","FP_201_ASH056",24,2016,NA,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",35.862,0,NA,18,18.33,"Reef","High","after","Triaenodon obesus",213,"Large",TRUE,1,6,10,8
"297","FP_201_ASH056",24,2016,24.8398,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",15.2797,1,9.5601,18,18.33,"Reef","High","before","Lethrinus microdon",80,"Medium",TRUE,3,6,10,8
"298","FP_201_ASH056",24,2016,24.8398,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",15.2797,1,9.5601,18,18.33,"Reef","High","before ","Lethrinus microdon",80,"Medium",TRUE,3,6,10,8
"299","FP_201_ASH056",24,2016,24.8398,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",15.2797,1,9.5601,18,18.33,"Reef","High","arrival ","Lethrinus microdon",80,"Medium",TRUE,3,6,10,8
"300","FP_201_ASH056",24,2016,24.8398,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",15.2797,1,9.5601,18,18.33,"Reef","High","after","Lethrinus microdon",80,"Medium",TRUE,3,6,10,8
"301","FP_201_ASH056",24,2016,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.5299,0,NA,18,18.33,"Reef","High","before","Monotaxis grandoculis",60,"Medium",TRUE,1,6,10,8
"302","FP_201_ASH056",24,2016,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.5299,0,NA,18,18.33,"Reef","High","before ","Monotaxis grandoculis",60,"Medium",TRUE,1,6,10,8
"303","FP_201_ASH056",24,2016,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.5299,0,NA,18,18.33,"Reef","High","arrival ","Monotaxis grandoculis",60,"Medium",TRUE,1,6,10,8
"304","FP_201_ASH056",24,2016,NA,"Lethrinidae","Monotaxis","grandoculis","Lethrinidae Monotaxis grandoculis",6.5299,0,NA,18,18.33,"Reef","High","after","Monotaxis grandoculis",60,"Medium",TRUE,1,6,10,8
"305","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",15.2797,0,NA,18,18.33,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"306","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",15.2797,0,NA,18,18.33,"Reef","High","before ","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"307","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",15.2797,0,NA,18,18.33,"Reef","High","arrival ","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"308","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",15.2797,0,NA,18,18.33,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"309","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",12.7544,0,NA,18,18.33,"Reef","High","before","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"310","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",12.7544,0,NA,18,18.33,"Reef","High","before ","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"311","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",12.7544,0,NA,18,18.33,"Reef","High","arrival ","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"312","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","bohar","Lutjanidae Lutjanus bohar",12.7544,0,NA,18,18.33,"Reef","High","after","Lutjanus bohar",90,"Medium",TRUE,3,6,10,8
"313","FP_201_ASH056",24,2016,28.6108,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.0286,1,25.5822,18,18.33,"Reef","High","before","Lutjanus decussatus",35,"Small",TRUE,3,6,10,8
"314","FP_201_ASH056",24,2016,28.6108,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.0286,1,25.5822,18,18.33,"Reef","High","before ","Lutjanus decussatus",35,"Small",TRUE,3,6,10,8
"315","FP_201_ASH056",24,2016,28.6108,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.0286,1,25.5822,18,18.33,"Reef","High","arrival ","Lutjanus decussatus",35,"Small",TRUE,3,6,10,8
"316","FP_201_ASH056",24,2016,28.6108,"Lutjanidae","Lutjanus","decussatus","Lutjanidae Lutjanus decussatus",3.0286,1,25.5822,18,18.33,"Reef","High","after","Lutjanus decussatus",35,"Small",TRUE,3,6,10,8
"317","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","quinquelineatus","Lutjanidae Lutjanus quinquelineatus",2.0854,0,NA,18,18.33,"Reef","High","before","Lutjanus quinquelineatus",38,"Small",TRUE,2,6,10,8
"318","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","quinquelineatus","Lutjanidae Lutjanus quinquelineatus",2.0854,0,NA,18,18.33,"Reef","High","before ","Lutjanus quinquelineatus",38,"Small",TRUE,2,6,10,8
"319","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","quinquelineatus","Lutjanidae Lutjanus quinquelineatus",2.0854,0,NA,18,18.33,"Reef","High","arrival ","Lutjanus quinquelineatus",38,"Small",TRUE,2,6,10,8
"320","FP_201_ASH056",24,2016,NA,"Lutjanidae","Lutjanus","quinquelineatus","Lutjanidae Lutjanus quinquelineatus",2.0854,0,NA,18,18.33,"Reef","High","after","Lutjanus quinquelineatus",38,"Small",TRUE,2,6,10,8
"321","FP_201_ASH056",24,2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",15.8553,0,NA,18,18.33,"Reef","High","before","Cephalopholis urodeta",28,"Small",TRUE,1,6,10,8
"322","FP_201_ASH056",24,2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",15.8553,0,NA,18,18.33,"Reef","High","before ","Cephalopholis urodeta",28,"Small",TRUE,1,6,10,8
"323","FP_201_ASH056",24,2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",15.8553,0,NA,18,18.33,"Reef","High","arrival ","Cephalopholis urodeta",28,"Small",TRUE,1,6,10,8
"324","FP_201_ASH056",24,2016,NA,"Serranidae","Cephalopholis","urodeta","Serranidae Cephalopholis urodeta",15.8553,0,NA,18,18.33,"Reef","High","after","Cephalopholis urodeta",28,"Small",TRUE,1,6,10,8
"325","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",45.8664,0,NA,18,18.33,"Reef","High","before","Plectropomus laevis",125,"Large",TRUE,1,6,10,8
"326","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",45.8664,0,NA,18,18.33,"Reef","High","before ","Plectropomus laevis",125,"Large",TRUE,1,6,10,8
"327","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",45.8664,0,NA,18,18.33,"Reef","High","arrival ","Plectropomus laevis",125,"Large",TRUE,1,6,10,8
"328","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","laevis","Serranidae Plectropomus laevis",45.8664,0,NA,18,18.33,"Reef","High","after","Plectropomus laevis",125,"Large",TRUE,1,6,10,8
"329","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","maculatus","Serranidae Plectropomus maculatus",9.524,0,NA,18,18.33,"Reef","High","before","Plectropomus maculatus",125,"Large",TRUE,2,6,10,8
"330","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","maculatus","Serranidae Plectropomus maculatus",9.524,0,NA,18,18.33,"Reef","High","before ","Plectropomus maculatus",125,"Large",TRUE,2,6,10,8
"331","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","maculatus","Serranidae Plectropomus maculatus",9.524,0,NA,18,18.33,"Reef","High","arrival ","Plectropomus maculatus",125,"Large",TRUE,2,6,10,8
"332","FP_201_ASH056",24,2016,NA,"Serranidae","Plectropomus","maculatus","Serranidae Plectropomus maculatus",9.524,0,NA,18,18.33,"Reef","High","after","Plectropomus maculatus",125,"Large",TRUE,2,6,10,8
"333","FP_201_ASH059",7,2016,NA,"Lethrinidae","Gymnocranius","grandoculis","Lethrinidae Gymnocranius grandoculis",5.8725,0,NA,30,0,"Sand","Low","absent","Gymnocranius grandoculis",80,"Medium",TRUE,2,1,6,0
"334","FP_201_ASH059",7,2016,22.7672,"Lethrinidae","Lethrinus","rubrioperculatus","Lethrinidae Lethrinus rubrioperculatus",4.1525,1,18.6147,30,0,"Sand","Low","absent","Lethrinus rubrioperculatus",50,"Medium",TRUE,4,1,6,0
"335","FP_201_ASH059",7,2016,NA,"Lutjanidae","Lutjanus","vitta","Lutjanidae Lutjanus vitta",5.129,0,NA,30,0,"Sand","Low","absent","Lutjanus vitta",40,"Small",TRUE,1,1,6,0
"336","FP_201_ASH064",23,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",20.6462,0,NA,7.9,40,"Reef","Medium","before","Carangoides orthogrammus",75,"Medium",TRUE,1,8,11,4
"337","FP_201_ASH064",23,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",20.6462,0,NA,7.9,40,"Reef","Medium","arrival","Carangoides orthogrammus",75,"Medium",TRUE,1,8,11,4
"338","FP_201_ASH064",23,2016,NA,"Carangidae","Carangoides","orthogrammus","Carangidae Carangoides orthogrammus",20.6462,0,NA,7.9,40,"Reef","Medium","after","Carangoides orthogrammus",75,"Medium",TRUE,1,8,11,4
"339","FP_201_ASH064",23,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",26.5365,0,NA,7.9,40,"Reef","Medium","before","Caranx melampygus",117,"Large",TRUE,1,8,11,4
"340","FP_201_ASH064",23,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",26.5365,0,NA,7.9,40,"Reef","Medium","arrival","Caranx melampygus",117,"Large",TRUE,1,8,11,4
"341","FP_201_ASH064",23,2016,NA,"Carangidae","Caranx","melampygus","Carangidae Caranx melampygus",26.5365,0,NA,7.9,40,"Reef","Medium","after","Caranx melampygus",117,"Large",TRUE,1,8,11,4
"342","FP_201_ASH064",23,2016,50.6907,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",48.2894,1,2.4013,7.9,40,"Reef","Medium","before","Triaenodon obesus",213,"Large",TRUE,1,8,11,4
"343","FP_201_ASH064",23,2016,50.6907,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",48.2894,1,2.4013,7.9,40,"Reef","Medium","arrival","Triaenodon obesus",213,"Large",TRUE,1,8,11,4
"344","FP_201_ASH064",23,2016,50.6907,"Carcharhinidae","Triaenodon","obesus","Carcharhinidae Triaenodon obesus",48.2894,1,2.4013,7.9,40,"Reef","Medium","after","Triaenodon obesus",213,"Large",TRUE,1,8,11,4
"345","FP_201_ASH064",23,2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",26.5365,0,NA,7.9,40,"Reef","Medium","before","Lethrinus microdon",80,"Medium",TRUE,1,8,11,4
"346","FP_201_ASH064",23,2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",26.5365,0,NA,7.9,40,"Reef","Medium","arrival","Lethrinus microdon",80,"Medium",TRUE,1,8,11,4
"347","FP_201_ASH064",23,2016,NA,"Lethrinidae","Lethrinus","microdon","Lethrinidae Lethrinus microdon",26.5365,0,NA,7.9,40,"Reef","Medium","after","Lethrinus microdon",80,"Medium",TRUE,1,8,11,4
"348","FP_201_ASH064",23,2016,NA,"Lethrinidae","Lethrinus","olivaceus","Lethrinidae Lethrinus olivaceus",41.9903,0,NA,7.9,40,"Reef","Medium","before","Lethrinus olivaceus",100,"Large",TRUE,1,8,11,4
