Bruvs,Spec,SumOfMAXNUM,CRUISENUM,LOCATION,FAMILY,GENUS,SPECIES,CAABCODE,STAGE,TIMEFIRSTSEEN,TIMEMAXNUMSEEN,TIMEFIRSTFEED,ACTIVITY,TAPEREADER
"DEH_16, 4",Abalistes stellatus,1,30,Ashmore Reef,Balistidae,Abalistes,stellatus,37465011,AD,23.76667,23.76667,,P,Ross Marriott
"DEH_16, 4",Unknown sp8,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp8,37990512,AD,27.6,27.6,,P,Ross Marriott
"DEH_16, 3",Siganus argenteus,1,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,61.65,61.65,,P,Ross Marriott
"DEH_16, 3",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,1.75,1.75,,P,Ross Marriott
"DEH_16, 3",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,49.75,49.75,,P,Ross Marriott
"DEH_16, 3",Unknown sp15,1,30,Ashmore Reef,Scaridae,Unknown,sp15,37990509,AD,2.53333,2.53333,,P,Ross Marriott
"DEH_16, 3",Unknown sp2,1,30,Ashmore Reef,Muraenidae,Unknown,sp2,37990511,AD,41.98333,41.98333,42.75,P,Ross Marriott
"DEH_16, 3",Unknown sp3,2,30,Ashmore Reef,Mullidae,Unknown,sp3,37990510,AD,31.35,31.4,,P,Ross Marriott
"DEH_16, 3",Pseudanthias sp,1,30,Ashmore Reef,Serranidae,Pseudanthias,sp,37311942,AD,33.66667,33.66667,,P,Ross Marriott
"DEH_16, 3",Zanclus cornutus,3,30,Ashmore Reef,Zanclidae,Zanclus,cornutus,37437001,AD,52.85,53.3,,P,Ross Marriott
"DEH_16, 3",Pomacanthus imperator,1,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,55.43333,55.43333,,P,Ross Marriott
"DEH_16, 4",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,36.45,36.45,,P,Ross Marriott
"DEH_16, 4",Iniistius pavo,2,30,Ashmore Reef,Labridae,Iniistius,pavo,37384177,AD,4.93333,30.78333,,P,Ross Marriott
"DEH_16, 4",Lethrinus amboinensis,1,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,9.9,9.9,,P,Ross Marriott
"DEH_16, 4",Lethrinus rubrioperculatus,3,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,12.28333,63.45,40.81667,F,Ross Marriott
"DEH_16, 4",Parupeneus heptacanthus,1,30,Ashmore Reef,Mullidae,Parupeneus,heptacanthus,37355004,AD,62.23333,62.23333,,P,Ross Marriott
"DEH_16, 4",Taeniurops meyeni,1,30,Ashmore Reef,Dasyatidae,Taeniurops,meyeni,37035017,AD,46.16667,46.16667,46.31667,F,Ross Marriott
"DEH_3, 1",Pentapodus emeryii,2,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,1.88333,5.41666,18.56667,F,Ross Marriott
"DEH_16, 3",Variola albimarginata,2,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,44.53333,48.01667,,P,Ross Marriott
"DEH_16, 3",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,43.98333,43.98333,,P,Ross Marriott
"DEH_16, 3",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,0.98333,0.98333,,P,Ross Marriott
"DEH_16, 3",Carangoides ferdau,10,30,Ashmore Reef,Carangidae,Carangoides,ferdau,37337068,AD,1.03333,1.15,,P,Ross Marriott
"DEH_16, 3",Caranx lugubris,1,30,Ashmore Reef,Carangidae,Caranx,lugubris,37337053,AD,1.76666,1.76666,,P,Ross Marriott
"DEH_16, 3",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,1.2,1.2,,P,Ross Marriott
"DEH_16, 3",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,JUV,54.68333,54.68333,,P,Ross Marriott
"DEH_16, 3",Chaetodon auriga,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,2.13333,2.13333,,P,Ross Marriott
"DEH_16, 3",Chaetodon lineolatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,56.5,56.61666,,P,Ross Marriott
"DEH_16, 3",Pseudobalistes fuscus,1,30,Ashmore Reef,Balistidae,Pseudobalistes,fuscus,37465027,AD,10.98333,10.98333,,P,Ross Marriott
"DEH_16, 3",Lethrinus amboinensis,3,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,1.11666,53.76667,44.93333,"F,CO",Ross Marriott
"DEH_16, 5",Abalistes stellatus,1,30,Ashmore Reef,Balistidae,Abalistes,stellatus,37465011,AD,25.73333,25.73333,,P,Ross Marriott
"DEH_16, 3",Lethrinus ravus,13,30,Ashmore Reef,Lethrinidae,Lethrinus,ravus,37351031,AD,42.91667,49.95,43.9,F,Ross Marriott
"DEH_16, 3",Lethrinus rubrioperculatus,3,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,1.11666,43.23333,13.86667,"F,CI",Ross Marriott
"DEH_16, 3",Naso brevirostris,4,30,Ashmore Reef,Acanthuridae,Naso,brevirostris,37437026,AD,48.35,49.65,,P,Ross Marriott
"DEH_16, 3",Naso caesius,30,30,Ashmore Reef,Acanthuridae,Naso,caesius,37437046,AD,7.13333,47.7,,P,Ross Marriott
"DEH_16, 3",Parupeneus barberinus,2,30,Ashmore Reef,Mullidae,Parupeneus,barberinus,37355022,AD,1.7,1.88333,,P,Ross Marriott
"DEH_16, 3",Parupeneus heptacanthus,2,30,Ashmore Reef,Mullidae,Parupeneus,heptacanthus,37355004,AD,1.86666,2.48333,,P,Ross Marriott
"DEH_16, 3",Pentapodus emeryii,2,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,47.03333,56.61666,,"P,SC",Ross Marriott
"DEH_16, 3",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,JUV,2.31666,2.31666,,P,Ross Marriott
"DEH_2, 1",Lethrinus ravus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,ravus,37351031,AD,29.15,29.15,29.85,F,Ross Marriott
"DEH_16, 4",Unknown sp3,1,30,Ashmore Reef,Tetraodontidae,Unknown,sp3,37991844,AD,33.98333,33.98333,,P,Ross Marriott
"DEH_2, 1",Fistularia sp,1,30,Ashmore Reef,Fistulariidae,Fistularia,sp,37278900,AD,56.51667,56.51667,,P,Ross Marriott
"DEH_2, 1",Forcipiger longirostris,2,30,Ashmore Reef,Chaetodontidae,Forcipiger,longirostris,37365069,AD,54.2,54.23333,,P,Ross Marriott
"DEH_2, 1",Halichoeres hortulanus,1,30,Ashmore Reef,Labridae,Halichoeres,hortulanus,37384112,AD,7.63333,7.63333,,P,Ross Marriott
"DEH_2, 1",Hemigymnus melapterus,1,30,Ashmore Reef,Labridae,Hemigymnus,melapterus,37384125,AD,10.33333,10.33333,,P,Ross Marriott
"DEH_2, 1",Labroides dimidiatus,1,30,Ashmore Reef,Labridae,Labroides,dimidiatus,37384028,AD,1.21666,1.21666,,P,Ross Marriott
"DEH_2, 1",Lethrinus atkinsoni,2,30,Ashmore Reef,Lethrinidae,Lethrinus,atkinsoni,37351013,AD,8.51666,16.8,13.8,F,Ross Marriott
"DEH_2, 1",Chaetodon speculum,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,speculum,37365056,AD,12.88333,12.98333,,P,Ross Marriott
"DEH_2, 1",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,37.71667,37.71667,,P,Ross Marriott
"DEH_2, 1",Chaetodon ornatissimus,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,ornatissimus,37365047,AD,16.95,16.95,,P,Ross Marriott
"DEH_2, 1",Lethrinus rubrioperculatus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,8,39.23333,8.01666,F,Ross Marriott
"DEH_2, 1",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,AD,58.76667,58.76667,,P,Ross Marriott
"DEH_2, 1",Lutjanus bohar,2,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,11.78333,15.83333,15.26667,F,Ross Marriott
"DEH_2, 1",Lutjanus decussatus,2,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,3.85,4.86666,,P,Ross Marriott
"DEH_2, 1",Lutjanus gibbus,7,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,1.96666,12.91667,3.91666,F,Ross Marriott
"DEH_2, 1",Lutjanus kasmira,25,30,Ashmore Reef,Lutjanidae,Lutjanus,kasmira,37346044,AD,2.06666,4.8,2.11666,"F,CO",Ross Marriott
"DEH_2, 1",Lutjanus semicinctus,1,30,Ashmore Reef,Lutjanidae,Lutjanus,semicinctus,37346046,AD,24.73333,24.73333,,P,Ross Marriott
"DEH_2, 1",Lethrinus obsoletus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,obsoletus,37351019,AD,6.53333,6.53333,,P,Ross Marriott
"DEH_2, 1",Balistoides conspicillum,1,30,Ashmore Reef,Balistidae,Balistoides,conspicillum,37465031,AD,2.78333,2.78333,,P,Ross Marriott
"DEH_16, 5",Lethrinus rubrioperculatus,11,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,12.01667,59.86666,59.11666,F,Ross Marriott
"DEH_16, 5",Parapercis nebulosa,2,30,Ashmore Reef,Pinguipedidae,Parapercis,nebulosa,37390005,AD,39.5,40.6,,P,Ross Marriott
"DEH_2, 1",Acanthurus albipectoralis,1,30,Ashmore Reef,Acanthuridae,Acanthurus,albipectoralis,37437004,AD,22.01667,22.01667,,P,Ross Marriott
"DEH_2, 1",Acanthurus auranticavus,4,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,1.3,1.56666,,P,Ross Marriott
"DEH_2, 1",Acanthurus nigricans,1,30,Ashmore Reef,Acanthuridae,Acanthurus,nigricans,37437012,AD,24.15,24.15,,P,Ross Marriott
"DEH_2, 1",Acanthurus pyroferus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,pyroferus,37437017,AD,3.03333,3.21666,,P,Ross Marriott
"DEH_2, 1",Anampses caeruleopunctatus,1,30,Ashmore Reef,Labridae,Anampses,caeruleopunctatus,37384045,AD,59.51667,59.51667,,P,Ross Marriott
"DEH_2, 1",Chaetodon ulietensis,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ulietensis,37365060,AD,59.53333,59.86666,,P,Ross Marriott
"DEH_2, 1",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,7.06666,7.06666,,P,Ross Marriott
"DEH_16, 3",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,26.75,26.75,,P,Ross Marriott
"DEH_2, 1",Balistoides viridescens,1,30,Ashmore Reef,Balistidae,Balistoides,viridescens,37465048,AD,17.25,17.25,,P,Ross Marriott
"DEH_2, 1",Centropyge bicolor,2,30,Ashmore Reef,Pomacanthidae,Centropyge,bicolor,37365022,AD,4.75,57.73333,,P,Ross Marriott
"DEH_2, 1",Cephalopholis urodeta,1,30,Ashmore Reef,Serranidae,Cephalopholis,urodeta,37311142,AD,20.36667,20.36667,,P,Ross Marriott
"DEH_2, 1",Chaetodon ephippium,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,58.86666,58.86666,,P,Ross Marriott
"DEH_2, 1",Chaetodon kleinii,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,13.55,43.83333,,P,Ross Marriott
"DEH_2, 1",Chaetodon lineolatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,15.15,15.18333,,P,Ross Marriott
"DEH_2, 1",Chaetodon lunula,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,28.45,28.45,,P,Ross Marriott
"DEH_2, 1",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,12.13333,12.13333,,P,Ross Marriott
"DEH_13, 3",Halichoeres hortulanus,1,30,Ashmore Reef,Labridae,Halichoeres,hortulanus,37384112,AD,4.93333,4.93333,,P,Ross Marriott
"DEH_16, 3",Apolemichthys trimaculatus,2,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,1.91666,48.95,,P,Ross Marriott
"DEH_13, 3",Chaetodon oxycephalus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,oxycephalus,37365048,AD,56.28333,56.3,,P,Ross Marriott
"DEH_13, 3",Cheilinus trilobatus,2,30,Ashmore Reef,Labridae,Cheilinus,trilobatus,37384044,AD,8.01666,8.25,,P,Ross Marriott
"DEH_13, 3",Chlorurus sordidus,1,30,Ashmore Reef,Scaridae,Chlorurus,sordidus,37386030,AD,41.25,41.25,,P,Ross Marriott
"DEH_13, 3",Chromis amboinensis,1,30,Ashmore Reef,Pomacentridae,Chromis,amboinensis,37372034,AD,4.51666,4.51666,,P,Ross Marriott
"DEH_13, 3",Cirrhilabrus exquisitus,1,30,Ashmore Reef,Labridae,Cirrhilabrus,exquisitus,37384080,AD,6.65,6.65,,P,Ross Marriott
"DEH_13, 3",Ctenochaetus striatus,3,30,Ashmore Reef,Acanthuridae,Ctenochaetus,striatus,37437022,AD,9.26666,21.18333,,P,Ross Marriott
"DEH_13, 3",Chaetodon kleinii,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,16.38333,16.38333,,P,Ross Marriott
"DEH_13, 3",Halichoeres chrysus,1,30,Ashmore Reef,Labridae,Halichoeres,chrysus,37384110,AD,4.51666,4.51666,,P,Ross Marriott
"DEH_13, 3",Chaetodon ephippium,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,18.35,18.43333,,P,Ross Marriott
"DEH_13, 3",Hemigymnus melapterus,1,30,Ashmore Reef,Labridae,Hemigymnus,melapterus,37384125,AD,39.51667,39.51667,,P,Ross Marriott
"DEH_13, 3",Leptojulis cyanopleura,1,30,Ashmore Reef,Labridae,Leptojulis,cyanopleura,37384027,AD,6.26666,6.26666,,P,Ross Marriott
"DEH_13, 3",Lutjanus decussatus,1,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,8.68333,8.68333,,P,Ross Marriott
"DEH_13, 3",Malacanthus brevirostris,1,30,Ashmore Reef,Malacanthidae,Malacanthus,brevirostris,37331009,AD,45.73333,45.73333,,P,Ross Marriott
"DEH_13, 3",Monotaxis grandoculis,1,30,Ashmore Reef,Lethrinidae,Monotaxis,grandoculis,37351026,AD,8.06666,8.06666,,P,Ross Marriott
"DEH_13, 3",Neotrygon australiae,1,30,Ashmore Reef,Dasyatidae,Neotrygon,australiae,37035004,AD,34.53333,34.53333,,P,Ross Marriott
"DEH_13, 3",Oxycheilinus digrammus,1,30,Ashmore Reef,Labridae,Oxycheilinus,digrammus,37384065,AD,6.88333,6.88333,,P,Ross Marriott
"DEH_13, 3",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,48.81667,48.81667,,P,Ross Marriott
"DEH_13, 2",Unknown sp12,1,30,Ashmore Reef,Labridae,Unknown,sp12,37991802,AD,5,5,12.23333,F,Ross Marriott
"DEH_13, 2",Oxycheilinus digrammus,1,30,Ashmore Reef,Labridae,Oxycheilinus,digrammus,37384065,AD,7.18333,7.18333,,P,Ross Marriott
"DEH_13, 2",Parapercis nebulosa,3,30,Ashmore Reef,Pinguipedidae,Parapercis,nebulosa,37390005,AD,1.35,1.96666,,P,Ross Marriott
"DEH_13, 2",Parupeneus multifasciatus,3,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,7.9,27.93333,17,F,Ross Marriott
"DEH_13, 2",Pomacentrus coelestis,15,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,1.1,4.61666,9.55,F,Ross Marriott
"DEH_13, 2",Scarus rubroviolaceus,1,30,Ashmore Reef,Scaridae,Scarus,rubroviolaceus,37386028,AD,7.98333,7.98333,,P,Ross Marriott
"DEH_13, 2",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,28.65,28.65,,P,Ross Marriott
"DEH_13, 2",Unknown sp1,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp1,37990797,AD,35,35,,P,Ross Marriott
"DEH_13, 3",Chaetodon lunula,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,57.06667,57.06667,,P,Ross Marriott
"DEH_13, 2",Unknown sp11,3,30,Ashmore Reef,Labridae,Unknown,sp11,37990551,AD,7.88333,9.15,,P,Ross Marriott
"DEH_13, 3",Parupeneus multifasciatus,4,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,4.88333,48.78333,,P,Ross Marriott
"DEH_13, 2",Unknown sp13,1,30,Ashmore Reef,Labridae,Unknown,sp13,37990558,AD,8.1,8.1,,P,Ross Marriott
"DEH_13, 2",Unknown sp2,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp2,37991897,AD,48,48,,P,Ross Marriott
"DEH_13, 3",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,15.73333,15.73333,,P,Ross Marriott
"DEH_13, 3",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,11.95,11.95,,P,Ross Marriott
"DEH_13, 3",Amblyglyphidodon aureus,2,30,Ashmore Reef,Pomacentridae,Amblyglyphidodon,aureus,37372016,AD,5.5,8.01666,,P,Ross Marriott
"DEH_13, 3",Cephalopholis argus,3,30,Ashmore Reef,Serranidae,Cephalopholis,argus,37311082,AD,11.56667,14.4,,P,Ross Marriott
"DEH_13, 3",Chaetodon auriga,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,14.13333,15.1,,P,Ross Marriott
"DEH_13, 2",Unknown sp1,1,30,Ashmore Reef,Monacanthidae,Unknown,sp1,37991810,AD,59.76667,59.76667,,P,Ross Marriott
"DEH_16, 2",Lethrinus rubrioperculatus,5,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,4.1,24.05,19.15,"F,CI",Ross Marriott
"DEH_16, 1",Manta birostris,1,30,Ashmore Reef,Mobulidae,Manta,birostris,37041004,AD,8.9,8.9,,P,Ross Marriott
"DEH_16, 1",Unknown sp2,1,30,Ashmore Reef,Carangidae,Unknown,sp2,37990502,AD,53.31667,53.31667,,P,Ross Marriott
"DEH_16, 2",Aprion virescens,2,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,16.78333,17.2,17.1,F,Ross Marriott
"DEH_16, 2",Carangoides ferdau,9,30,Ashmore Reef,Carangidae,Carangoides,ferdau,37337068,AD,37.65,52.36666,,P,Ross Marriott
"DEH_16, 2",Elagatis bipinnulata,3,30,Ashmore Reef,Carangidae,Elagatis,bipinnulata,37337029,AD,47.33333,47.36666,,P,Ross Marriott
"DEH_16, 2",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,35.33333,35.33333,,P,Ross Marriott
"DEH_16, 2",Iniistius pavo,1,30,Ashmore Reef,Labridae,Iniistius,pavo,37384177,AD,32.23333,32.23333,,P,Ross Marriott
"DEH_13, 3",Parapercis nebulosa,1,30,Ashmore Reef,Pinguipedidae,Parapercis,nebulosa,37390005,AD,22.15,22.15,,P,Ross Marriott
"DEH_16, 2",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,51.03333,51.03333,,P,Ross Marriott
"DEH_16, 1",Iniistius pavo,1,30,Ashmore Reef,Labridae,Iniistius,pavo,37384177,AD,14.58333,14.58333,,P,Ross Marriott
"DEH_16, 2",Malacanthus latovittatus,2,30,Ashmore Reef,Malacanthidae,Malacanthus,latovittatus,37331010,AD,1,8.11666,,P,Ross Marriott
"DEH_16, 2",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,17.43333,17.43333,,P,Ross Marriott
"DEH_16, 2",Unknown sp1,1,30,Ashmore Reef,Muraenidae,Unknown,sp1,37990507,AD,37.88334,37.88334,37.91667,F,Ross Marriott
"DEH_16, 2",Unknown sp1,1,30,Ashmore Reef,Ostraciidae,Unknown,sp1,37990505,AD,3.98333,3.98333,,P,Ross Marriott
"DEH_16, 2",Unknown sp7,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp7,37990506,AD,9.78333,9.78333,,P,Ross Marriott
"DEH_16, 3",Abalistes stellatus,1,30,Ashmore Reef,Balistidae,Abalistes,stellatus,37465011,AD,52.13334,52.13334,56.25,"F,SC",Ross Marriott
"DEH_2, 1",Naso caesius,1,30,Ashmore Reef,Acanthuridae,Naso,caesius,37437046,AD,15.03333,15.03333,,P,Ross Marriott
"DEH_16, 2",Lethrinus amboinensis,2,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,25.43333,25.65,,P,Ross Marriott
"DEH_13, 3",Unknown sp1,1,30,Ashmore Reef,Haemulidae,Unknown,sp1,37991794,AD,49.26667,49.26667,,P,Ross Marriott
"DEH_16, 3",Aluterus scriptus,1,30,Ashmore Reef,Monacanthidae,Aluterus,scriptus,37465045,AD,25.28333,25.28333,,P,Ross Marriott
"DEH_13, 3",Parupeneus trifasciatus,2,30,Ashmore Reef,Mullidae,Parupeneus,trifasciatus,37355036,AD,42.45,42.46667,,P,Ross Marriott
"DEH_13, 3",Pomacentrus coelestis,1,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,8.2,8.2,,P,Ross Marriott
"DEH_13, 3",Ptereleotris evides,1,30,Ashmore Reef,Microdesmidae,Ptereleotris,evides,37435015,AD,31.23333,31.23333,,P,Ross Marriott
"DEH_13, 3",Scarus sp,2,30,Ashmore Reef,Scaridae,Scarus,sp,37386907,AD,9.3,61.1,,P,Ross Marriott
"DEH_13, 3",Sufflamen chrysopterum,1,30,Ashmore Reef,Balistidae,Sufflamen,chrysopterum,37465079,AD,19.86667,19.86667,,P,Ross Marriott
"DEH_13, 3",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,8.16666,8.16666,,P,Ross Marriott
"DEH_16, 1",Lethrinus rubrioperculatus,3,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,6.13333,8.45,,P,Ross Marriott
"DEH_13, 3",Thalassoma lunare,6,30,Ashmore Reef,Labridae,Thalassoma,lunare,37384167,AD,4.4,5.15,,P,Ross Marriott
"DEH_16, 1",Lethrinus amboinensis,1,30,Ashmore Reef,Lethrinidae,Lethrinus,amboinensis,37351024,AD,8.36666,8.36666,,P,Ross Marriott
"DEH_13, 3",Unknown sp14,1,30,Ashmore Reef,Labridae,Unknown,sp14,37991804,AD,30.36667,30.36667,,P,Ross Marriott
"DEH_13, 3",Unknown sp6,2,30,Ashmore Reef,Scaridae,Unknown,sp6,37991829,AD,30.88333,61.05,,P,Ross Marriott
"DEH_13, 3",Unknown sp7,1,30,Ashmore Reef,Scaridae,Unknown,sp7,37991830,AD,57.43333,57.43333,,P,Ross Marriott
"DEH_16, 1",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,7.4,7.4,,P,Ross Marriott
"DEH_16, 1",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,16.25,16.25,,P,Ross Marriott
"DEH_16, 1",Gymnocranius grandoculis,3,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,2.58333,4.81666,,P,Ross Marriott
"DEH_16, 1",Gymnosarda unicolor,1,30,Ashmore Reef,Scombridae,Gymnosarda,unicolor,37441029,AD,5.33333,5.33333,,P,Ross Marriott
"DEH_13, 3",Parupeneus barberinus,1,30,Ashmore Reef,Mullidae,Parupeneus,barberinus,37355022,AD,25.7,25.7,,P,Ross Marriott
"DEH_13, 3",Thalassoma amblycephalum,1,30,Ashmore Reef,Labridae,Thalassoma,amblycephalum,37384164,AD,6.65,6.65,,P,Ross Marriott
"DEH_2, 5",Pomacentrus coelestis,2,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,1.63333,1.71666,,P,Ross Marriott
"DEH_2, 4",Cirrhilabrus exquisitus,4,30,Ashmore Reef,Labridae,Cirrhilabrus,exquisitus,37384080,AD,1.55,1.63333,,P,Ross Marriott
"DEH_2, 5",Melichthys vidua,2,30,Ashmore Reef,Balistidae,Melichthys,vidua,37465058,AD,10.95,12.08333,,P,Ross Marriott
"DEH_2, 5",Naso annulatus,2,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,8.43333,8.7,,P,Ross Marriott
"DEH_2, 5",Naso brevirostris,2,30,Ashmore Reef,Acanthuridae,Naso,brevirostris,37437026,AD,23.2,23.6,,P,Ross Marriott
"DEH_2, 5",Naso lituratus,1,30,Ashmore Reef,Acanthuridae,Naso,lituratus,37437029,AD,3.4,3.4,,P,Ross Marriott
"DEH_2, 5",Oxycheilinus unifasciatus,1,30,Ashmore Reef,Labridae,Oxycheilinus,unifasciatus,37384068,AD,11.05,11.06667,,P,Ross Marriott
"DEH_2, 5",Parupeneus multifasciatus,1,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,13.11667,13.11667,,P,Ross Marriott
"DEH_2, 5",Lethrinus rubrioperculatus,15,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,2.7,28.56667,10.56667,F,Ross Marriott
"DEH_2, 5",Pomacentrus bankanensis,4,30,Ashmore Reef,Pomacentridae,Pomacentrus,bankanensis,37372108,AD,1.81666,16.41667,,P,Ross Marriott
"DEH_2, 5",Echeneis naucrates,1,30,Ashmore Reef,Echeneidae,Echeneis,naucrates,37336001,AD,25.15,25.15,,P,Ross Marriott
"DEH_2, 5",Scolopsis xenochrous,3,30,Ashmore Reef,Nemipteridae,Scolopsis,xenochrous,37347035,AD,2.66666,11.21667,,P,Ross Marriott
"DEH_2, 5",Sufflamen chrysopterum,2,30,Ashmore Reef,Balistidae,Sufflamen,chrysopterum,37465079,AD,1.73333,2.16666,,P,Ross Marriott
"DEH_2, 5",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,24.88333,24.88333,,P,Ross Marriott
"DEH_2, 5",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,2.21666,2.21666,,P,Ross Marriott
"DEH_2, 6",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,28.18333,28.18333,,P,Ross Marriott
"DEH_2, 6",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,4.53333,4.53333,,P,Ross Marriott
