Bruvs,Spec,SumOfMAXNUM,CRUISENUM,LOCATION,FAMILY,GENUS,SPECIES,CAABCODE,STAGE,TIMEFIRSTSEEN,TIMEMAXNUMSEEN,TIMEFIRSTFEED,ACTIVITY,TAPEREADER
"DEH_3, 6",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,22.3,22.3,,P,Ross Marriott
"DEH_4, 1",Carangoides ferdau,4,30,Ashmore Reef,Carangidae,Carangoides,ferdau,37337068,AD,10.98333,13.33333,,P,Ross Marriott
"DEH_3, 6",Scarus oviceps,1,30,Ashmore Reef,Scaridae,Scarus,oviceps,37386022,AD,33.91667,33.91667,,P,Ross Marriott
"DEH_3, 6",Sufflamen chrysopterum,2,30,Ashmore Reef,Balistidae,Sufflamen,chrysopterum,37465079,AD,2.5,8.26666,,P,Ross Marriott
"DEH_3, 6",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,51.16667,51.16667,,P,Ross Marriott
"DEH_3, 6",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,4.1,4.1,,P,Ross Marriott
"DEH_3, 6",Unknown sp1,1,30,Ashmore Reef,Chelonidae,Unknown,sp1,37991846,AD,59.35,59.35,,P,Ross Marriott
"DEH_3, 6",Unknown sp11,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp11,37990549,AD,5.53333,5.53333,,"P,CO",Ross Marriott
"DEH_3, 6",Unknown sp11,4,30,Ashmore Reef,Labridae,Unknown,sp11,37990551,AD,18.13333,18.8,,P,Ross Marriott
"DEH_3, 6",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,36.36666,36.36666,,P,Ross Marriott
"DEH_3, 6",Parupeneus pleurostigma,1,30,Ashmore Reef,Mullidae,Parupeneus,pleurostigma,37355027,AD,4.48333,4.48333,,P,Ross Marriott
"DEH_3, 3",Chaetodon auriga,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,auriga,37365019,AD,59.75,59.91667,,P,Ross Marriott
"DEH_3, 4",Forcipiger longirostris,2,30,Ashmore Reef,Chaetodontidae,Forcipiger,longirostris,37365069,AD,0.7,0.78333,,P,Ross Marriott
"DEH_3, 2",Sufflamen fraenatum,2,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,4.88333,11.66667,,P,Ross Marriott
"DEH_3, 2",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,53.43333,53.43333,,P,Ross Marriott
"DEH_3, 3",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,3.46666,3.51666,,P,Ross Marriott
"DEH_3, 3",Acanthurus olivaceus,3,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,3.41666,4.4,,P,Ross Marriott
"DEH_3, 3",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,11.76667,11.76667,,P,Ross Marriott
"DEH_3, 3",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,20.48333,20.48333,,P,Ross Marriott
"DEH_3, 2",Pseudobalistes flavimarginatus,1,30,Ashmore Reef,Balistidae,Pseudobalistes,flavimarginatus,37465071,AD,47.68333,47.68333,,P,Ross Marriott
"DEH_3, 3",Caranx melampygus,2,30,Ashmore Reef,Carangidae,Caranx,melampygus,37337050,AD,14.45,39.55,,P,Ross Marriott
"DEH_3, 2",Parupeneus multifasciatus,3,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,3.48333,48.06667,,P,Ross Marriott
"DEH_3, 3",Cheilinus chlorourus,1,30,Ashmore Reef,Labridae,Cheilinus,chlorourus,37384064,AD,18.7,18.7,,P,Ross Marriott
"DEH_3, 3",Cheilinus trilobatus,1,30,Ashmore Reef,Labridae,Cheilinus,trilobatus,37384044,AD,3.41666,3.41666,,P,Ross Marriott
"DEH_3, 3",Cirrhilabrus sp,3,30,Ashmore Reef,Labridae,Cirrhilabrus,sp,37384910,AD,4.93333,7.13333,,P,Ross Marriott
"DEH_3, 3",Coris aurilineata,1,30,Ashmore Reef,Labridae,Coris,aurilineata,37384089,AD,5.86666,5.86666,,P,Ross Marriott
"DEH_3, 3",Echeneis naucrates,1,30,Ashmore Reef,Echeneidae,Echeneis,naucrates,37336001,AD,58.9,58.9,,P,Ross Marriott
"DEH_3, 3",Hologymnosus doliatus,1,30,Ashmore Reef,Labridae,Hologymnosus,doliatus,37384127,AD,5.08333,5.08333,,P,Ross Marriott
"DEH_3, 3",Labroides dimidiatus,2,30,Ashmore Reef,Labridae,Labroides,dimidiatus,37384028,AD,5,5,,P,Ross Marriott
"DEH_3, 3",Caesio teres,5,30,Ashmore Reef,Caesionidae,Caesio,teres,37346037,AD,3.75,4.21666,,P,Ross Marriott
"DEH_3, 2",Coris aurilineata,3,30,Ashmore Reef,Labridae,Coris,aurilineata,37384089,AD,29.85,60.61666,60.66667,F,Ross Marriott
"DEH_3, 1",Siganus argenteus,2,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,6.93333,7.03333,,P,Ross Marriott
"DEH_3, 1",Sufflamen fraenatum,2,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,0.88333,31.86667,32.9,F,Ross Marriott
"DEH_3, 1",Variola albimarginata,2,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,4.95,5.73333,,P,Ross Marriott
"DEH_3, 2",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,2.41666,2.43333,,P,Ross Marriott
"DEH_3, 2",Aphareus rutilans,3,30,Ashmore Reef,Lutjanidae,Aphareus,rutilans,37346001,AD,14.65,14.75,,P,Ross Marriott
"DEH_3, 2",Apolemichthys trimaculatus,3,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,30.68333,30.73333,,P,Ross Marriott
"DEH_3, 2",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,26.15,26.15,,P,Ross Marriott
"DEH_3, 2",Siganus argenteus,2,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,11.48333,11.53333,,P,Ross Marriott
"DEH_3, 2",Chaetodon ephippium,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,53.3,53.53333,,P,Ross Marriott
"DEH_3, 3",Malacanthus brevirostris,1,30,Ashmore Reef,Malacanthidae,Malacanthus,brevirostris,37331009,AD,55.21667,55.21667,,P,Ross Marriott
"DEH_3, 2",Coris pictoides,2,30,Ashmore Reef,Labridae,Coris,pictoides,37384096,AD,17.6,17.95,,P,Ross Marriott
"DEH_3, 2",Fistularia sp,1,30,Ashmore Reef,Fistulariidae,Fistularia,sp,37278900,AD,37.91667,37.91667,,P,Ross Marriott
"DEH_3, 2",Hologymnosus doliatus,2,30,Ashmore Reef,Labridae,Hologymnosus,doliatus,37384127,AD,8.86666,24,,P,Ross Marriott
"DEH_3, 2",Lethrinus rubrioperculatus,4,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,2.4,9.3,,P,Ross Marriott
"DEH_3, 2",Malacanthus brevirostris,2,30,Ashmore Reef,Malacanthidae,Malacanthus,brevirostris,37331009,AD,5.15,7.1,8.58333,F,Ross Marriott
"DEH_3, 2",Neotrygon australiae,1,30,Ashmore Reef,Dasyatidae,Neotrygon,australiae,37035004,AD,23.6,23.6,,P,Ross Marriott
"DEH_3, 2",Odonus niger,1,30,Ashmore Reef,Balistidae,Odonus,niger,37465061,AD,9.43333,9.43333,,P,Ross Marriott
"DEH_3, 2",Carcharhinus amblyrhynchos,1,30,Ashmore Reef,Carcharhinidae,Carcharhinus,amblyrhynchos,37018030,AD,16.21667,16.21667,,P,Ross Marriott
"DEH_3, 4",Chaetodon lunula,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,43.55,44.55,,P,Ross Marriott
"DEH_3, 4",Acanthurus thompsoni,2,30,Ashmore Reef,Acanthuridae,Acanthurus,thompsoni,37437018,AD,1.41666,1.48333,,P,Ross Marriott
"DEH_3, 4",Apolemichthys trimaculatus,1,30,Ashmore Reef,Pomacanthidae,Apolemichthys,trimaculatus,37365016,AD,1.03333,1.03333,,P,Ross Marriott
"DEH_3, 4",Arothron sp,1,30,Ashmore Reef,Tetraodontidae,Arothron,sp,37467901,AD,11.18333,11.18333,,P,Ross Marriott
"DEH_3, 4",Centropyge bicolor,2,30,Ashmore Reef,Pomacanthidae,Centropyge,bicolor,37365022,AD,2.53333,32.35,,P,Ross Marriott
"DEH_3, 4",Centropyge tibicen,2,30,Ashmore Reef,Pomacanthidae,Centropyge,tibicen,37365031,AD,0.95,1.23333,,P,Ross Marriott
"DEH_3, 4",Cephalopholis urodeta,2,30,Ashmore Reef,Serranidae,Cephalopholis,urodeta,37311142,AD,4.45,9.43333,30.9,F,Ross Marriott
"DEH_3, 4",Chaetodon ephippium,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ephippium,37365037,AD,2.16666,3.56666,,P,Ross Marriott
"DEH_3, 3",Lethrinus rubrioperculatus,4,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,12.25,45.86666,,P,Ross Marriott
"DEH_3, 4",Chaetodon lineolatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,57.03333,57.1,,P,Ross Marriott
"DEH_3, 4",Acanthurus auranticavus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,0.68333,0.68333,,P,Ross Marriott
"DEH_3, 4",Chaetodon punctatofasciatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,punctatofasciatus,37365051,AD,0.83333,1.01666,,P,Ross Marriott
"DEH_3, 4",Chaetodon trifascialis,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,trifascialis,37365058,AD,1.5,1.5,,P,Ross Marriott
"DEH_3, 4",Chaetodon ulietensis,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ulietensis,37365060,AD,2.05,2.96666,,P,Ross Marriott
"DEH_3, 4",Cheilinus chlorourus,1,30,Ashmore Reef,Labridae,Cheilinus,chlorourus,37384064,AD,58.7,58.7,,P,Ross Marriott
"DEH_3, 4",Chlorurus sordidus,2,30,Ashmore Reef,Scaridae,Chlorurus,sordidus,37386030,AD,1.45,2.28333,,P,Ross Marriott
"DEH_3, 4",Choerodon jordani,1,30,Ashmore Reef,Labridae,Choerodon,jordani,37384077,AD,3.11666,3.11666,,P,Ross Marriott
"DEH_3, 4",Chromis amboinensis,50,30,Ashmore Reef,Pomacentridae,Chromis,amboinensis,37372034,AD,1.96666,29.86667,,P,Ross Marriott
"DEH_3, 4",Chaetodon kleinii,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,kleinii,37365040,AD,1.48333,1.53333,,P,Ross Marriott
"DEH_3, 3",Siganus argenteus,2,30,Ashmore Reef,Siganidae,Siganus,argenteus,37438007,AD,22.18333,22.28333,,P,Ross Marriott
"DEH_4, 3",Acanthurus olivaceus,1,30,Ashmore Reef,Acanthuridae,Acanthurus,olivaceus,37437016,AD,12.41667,12.41667,,P,Ross Marriott
"DEH_3, 3",Melichthys vidua,3,30,Ashmore Reef,Balistidae,Melichthys,vidua,37465058,AD,29.85,30.6,,P,Ross Marriott
"DEH_3, 3",Parupeneus barberinus,1,30,Ashmore Reef,Mullidae,Parupeneus,barberinus,37355022,AD,45.56667,45.56667,,P,Ross Marriott
"DEH_3, 3",Parupeneus multifasciatus,2,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,5.1,5.18333,,"P,SC",Ross Marriott
"DEH_3, 3",Pomacanthus sexstriatus,2,30,Ashmore Reef,Pomacanthidae,Pomacanthus,sexstriatus,37365010,AD,47.6,47.6,,P,Ross Marriott
"DEH_3, 3",Pomacentrus coelestis,2,30,Ashmore Reef,Pomacentridae,Pomacentrus,coelestis,37372111,AD,7.63333,7.63333,,P,Ross Marriott
"DEH_3, 3",Scarus oviceps,1,30,Ashmore Reef,Scaridae,Scarus,oviceps,37386022,AD,49.56667,49.56667,,P,Ross Marriott
"DEH_3, 4",Acanthurus pyroferus,3,30,Ashmore Reef,Acanthuridae,Acanthurus,pyroferus,37437017,AD,1.06666,20.35,,P,Ross Marriott
"DEH_3, 3",Scolopsis xenochrous,2,30,Ashmore Reef,Nemipteridae,Scolopsis,xenochrous,37347035,AD,4.63333,4.78333,,P,Ross Marriott
"DEH_3, 4",Acanthurus nigros,1,30,Ashmore Reef,Acanthuridae,Acanthurus,nigros,37437015,AD,6.9,6.9,,P,Ross Marriott
"DEH_3, 3",Sufflamen chrysopterum,1,30,Ashmore Reef,Balistidae,Sufflamen,chrysopterum,37465079,AD,12.98333,12.98333,,P,Ross Marriott
"DEH_3, 3",Sufflamen fraenatum,1,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,3.41666,3.41666,,P,Ross Marriott
"DEH_3, 3",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,58.9,58.9,,P,Ross Marriott
"DEH_3, 3",Unknown sp,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp,39125000,AD,16.01667,16.01667,,P,Ross Marriott
"DEH_3, 3",Unknown sp1,1,30,Ashmore Reef,Gobiidae,Unknown,sp1,37990543,AD,8.68333,8.68333,,P,Ross Marriott
"DEH_3, 3",Variola albimarginata,1,30,Ashmore Reef,Serranidae,Variola,albimarginata,37311026,AD,13.66667,13.66667,,P,Ross Marriott
"DEH_3, 3",Zanclus cornutus,2,30,Ashmore Reef,Zanclidae,Zanclus,cornutus,37437001,AD,18.63333,18.63333,,P,Ross Marriott
"DEH_3, 3",Lutjanus decussatus,1,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,12.25,12.25,,P,Ross Marriott
"DEH_3, 3",Scarus rubroviolaceus,1,30,Ashmore Reef,Scaridae,Scarus,rubroviolaceus,37386028,AD,45.58333,45.58333,,P,Ross Marriott
"DEH_5, 2",Lethrinus ravus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,ravus,37351031,AD,17.63333,17.63333,17.75,F,Ross Marriott
"DEH_4, 5",Gymnosarda unicolor,2,30,Ashmore Reef,Scombridae,Gymnosarda,unicolor,37441029,AD,4.35,4.4,,P,Ross Marriott
"DEH_5, 1",Parupeneus cyclostomus,1,30,Ashmore Reef,Mullidae,Parupeneus,cyclostomus,37355025,AD,2.31666,2.31666,,P,Ross Marriott
"DEH_5, 1",Plectropomus sp1,1,30,Ashmore Reef,Serranidae,Plectropomus,sp1,37990572,AD,51.43333,51.43333,,P,Ross Marriott
"DEH_5, 1",Unknown sp,1,30,Ashmore Reef,Hydrophiidae,Unknown,sp,39125000,AD,18.83333,18.83333,,P,Ross Marriott
"DEH_5, 1",Unknown sp3,1,30,Ashmore Reef,Gobiidae,Unknown,sp3,37990571,AD,39.9,39.9,,P,Ross Marriott
"DEH_5, 2",Acanthurus dussumieri,3,30,Ashmore Reef,Acanthuridae,Acanthurus,dussumieri,37437008,AD,25.26667,25.41667,,P,Ross Marriott
"DEH_5, 2",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,1.58333,1.58333,,P,Ross Marriott
"DEH_5, 1",Gymnocranius grandoculis,7,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,1.98333,3.23333,7.36666,F,Ross Marriott
"DEH_5, 2",Lethrinus olivaceus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,44.58333,57.18333,,P,Ross Marriott
"DEH_5, 1",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,23.05,23.05,,P,Ross Marriott
"DEH_5, 2",Lethrinus rubrioperculatus,9,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,2.26666,11.61667,7.58333,"F,SC,CO",Ross Marriott
"DEH_5, 2",Naso annulatus,2,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,39.78333,39.9,,P,Ross Marriott
"DEH_5, 2",Parupeneus heptacanthus,6,30,Ashmore Reef,Mullidae,Parupeneus,heptacanthus,37355004,AD,5.56666,46.53333,,P,Ross Marriott
"DEH_5, 2",Pastinachus ater,1,30,Ashmore Reef,Dasyatidae,Pastinachus,ater,37035011,AD,7.7,7.7,,P,Ross Marriott
"DEH_5, 2",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,5.06666,5.06666,,P,Ross Marriott
"DEH_5, 2",Pseudobalistes fuscus,1,30,Ashmore Reef,Balistidae,Pseudobalistes,fuscus,37465027,AD,12.13333,12.13333,,P,Ross Marriott
"DEH_5, 2",Triaenodon obesus,1,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,41.41667,41.41667,,P,Ross Marriott
"DEH_5, 2",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,1.48333,1.48333,,P,Ross Marriott
"DEH_4, 5",Unknown sp5,1,30,Ashmore Reef,Tetraodontidae,Unknown,sp5,37990561,AD,62.45,62.45,,P,Ross Marriott
"DEH_4, 3",Acanthurus auranticavus,3,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,2.06666,20.88333,,P,Ross Marriott
"DEH_4, 5",Lethrinus rubrioperculatus,7,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,1.56666,22.15,2.3,F,Ross Marriott
"DEH_4, 5",Lutjanus bohar,3,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,AD,12.25,14.86667,13.18333,F,Ross Marriott
"DEH_4, 5",Naso annulatus,1,30,Ashmore Reef,Acanthuridae,Naso,annulatus,37437024,AD,52.8,52.8,,P,Ross Marriott
"DEH_4, 5",Pentapodus emeryii,1,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,1.76666,1.76666,19.63333,F,Ross Marriott
"DEH_4, 5",Platax batavianus,1,30,Ashmore Reef,Ephippidae,Platax,batavianus,37362002,AD,47.91667,47.91667,,P,Ross Marriott
"DEH_4, 5",Scolopsis xenochrous,3,30,Ashmore Reef,Nemipteridae,Scolopsis,xenochrous,37347035,AD,55.41667,55.81667,,P,Ross Marriott
"DEH_5, 1",Lethrinus rubrioperculatus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,7.01666,16.66667,,"P,SC",Ross Marriott
"DEH_4, 5",Triaenodon obesus,2,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,11.63333,15.53333,11.75,"F,CO",Ross Marriott
"DEH_5, 4",Taeniura lymma,1,30,Ashmore Reef,Dasyatidae,Taeniura,lymma,37035009,AD,53.7,53.7,,P,Ross Marriott
"DEH_4, 6",Carangoides ferdau,3,30,Ashmore Reef,Carangidae,Carangoides,ferdau,37337068,AD,55.38334,55.4,,P,Ross Marriott
"DEH_4, 6",Carangoides orthogrammus,30,30,Ashmore Reef,Carangidae,Carangoides,orthogrammus,37337057,AD,5.88333,55.1,,P,Ross Marriott
"DEH_4, 6",Carangoides plagiotaenia,1,30,Ashmore Reef,Carangidae,Carangoides,plagiotaenia,37337070,AD,55.25,55.25,,P,Ross Marriott
"DEH_4, 6",Cheilio inermis,3,30,Ashmore Reef,Labridae,Cheilio,inermis,37384070,AD,3.05,5.01666,,P,Ross Marriott
"DEH_4, 6",Lethrinus ravus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,ravus,37351031,AD,10.03333,10.03333,,P,Ross Marriott
"DEH_4, 6",Lethrinus rubrioperculatus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,10.8,33.85,,P,Ross Marriott
"DEH_4, 6",Unknown sp5,12,30,Ashmore Reef,Carangidae,Unknown,sp5,37990498,AD,31.43333,31.53333,,P,Ross Marriott
"DEH_4, 5",Sufflamen fraenatum,2,30,Ashmore Reef,Balistidae,Sufflamen,fraenatum,37465014,AD,3.2,43.38334,,P,Ross Marriott
"DEH_5, 5",Lutjanus gibbus,1,30,Ashmore Reef,Lutjanidae,Lutjanus,gibbus,37346028,AD,52.85,52.85,,P,Ross Marriott
"DEH_5, 5",Gymnocranius grandoculis,1,30,Ashmore Reef,Lethrinidae,Gymnocranius,grandoculis,37351005,AD,5.21666,5.21666,,P,Ross Marriott
"DEH_5, 5",Hemigymnus melapterus,1,30,Ashmore Reef,Labridae,Hemigymnus,melapterus,37384125,AD,2.36666,2.36666,,P,Ross Marriott
"DEH_5, 5",Lethrinus obsoletus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,obsoletus,37351019,AD,2.46666,2.5,,P,Ross Marriott
"DEH_5, 5",Lethrinus olivaceus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,44.33333,44.33333,,P,Ross Marriott
"DEH_5, 5",Lethrinus rubrioperculatus,1,30,Ashmore Reef,Lethrinidae,Lethrinus,rubrioperculatus,37351012,AD,1.95,1.95,,P,Ross Marriott
"DEH_5, 5",Lethrinus semicinctus,5,30,Ashmore Reef,Lethrinidae,Lethrinus,semicinctus,37351016,AD,15.16667,15.9,15.2,F,Ross Marriott
"DEH_5, 5",Lutjanus bohar,1,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,AD,50.48333,50.48333,,P,Ross Marriott
"DEH_5, 4",Abalistes stellatus,1,30,Ashmore Reef,Balistidae,Abalistes,stellatus,37465011,AD,24,24,25.23333,"F,SC",Ross Marriott
"DEH_5, 5",Lutjanus decussatus,3,30,Ashmore Reef,Lutjanidae,Lutjanus,decussatus,37346041,AD,0.81666,22.65,44.8,F,Ross Marriott
"DEH_5, 5",Coris batuensis,1,30,Ashmore Reef,Labridae,Coris,batuensis,37384098,AD,1.36666,1.36666,,P,Ross Marriott
"DEH_5, 5",Macolor niger,1,30,Ashmore Reef,Lutjanidae,Macolor,niger,37346048,JUV,43.11666,43.11666,,P,Ross Marriott
"DEH_5, 5",Monotaxis grandoculis,1,30,Ashmore Reef,Lethrinidae,Monotaxis,grandoculis,37351026,AD,4.93333,4.93333,,P,Ross Marriott
"DEH_5, 5",Parupeneus barberinus,2,30,Ashmore Reef,Mullidae,Parupeneus,barberinus,37355022,AD,1.06666,1.13333,,P,Ross Marriott
"DEH_5, 5",Parupeneus cyclostomus,1,30,Ashmore Reef,Mullidae,Parupeneus,cyclostomus,37355025,AD,2.83333,2.83333,,P,Ross Marriott
"DEH_5, 5",Parupeneus multifasciatus,1,30,Ashmore Reef,Mullidae,Parupeneus,multifasciatus,37355026,AD,1.38333,1.38333,,P,Ross Marriott
"DEH_5, 5",Pentapodus emeryii,3,30,Ashmore Reef,Nemipteridae,Pentapodus,emeryii,37347027,AD,1.35,14.25,24.5,F,Ross Marriott
"DEH_9, 3",Unknown sp2,1,30,Ashmore Reef,Acanthuridae,Unknown,sp2,37991790,AD,54.13334,54.13334,,P,Ross Marriott
"DEH_5, 5",Lutjanus bohar,2,30,Ashmore Reef,Lutjanidae,Lutjanus,bohar,37346029,JUV,2.43333,43.95,,P,Ross Marriott
"DEH_5, 5",Cephalopholis boenak,1,30,Ashmore Reef,Serranidae,Cephalopholis,boenak,37311008,AD,50.2,50.2,,P,Ross Marriott
"DEH_4, 5",Gnathanodon speciosus,6,30,Ashmore Reef,Carangidae,Gnathanodon,speciosus,37337012,AD,21.93333,22,,P,Ross Marriott
"DEH_5, 4",Unknown sp22,1,30,Ashmore Reef,Labridae,Unknown,sp22,37990573,AD,34.08333,34.08333,,P,Ross Marriott
"DEH_5, 5",Acanthurus auranticavus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,auranticavus,37437005,AD,0.75,12.03333,,P,Ross Marriott
"DEH_5, 5",Acanthurus dussumieri,1,30,Ashmore Reef,Acanthuridae,Acanthurus,dussumieri,37437008,AD,34.15,34.15,,P,Ross Marriott
"DEH_5, 5",Acanthurus pyroferus,2,30,Ashmore Reef,Acanthuridae,Acanthurus,pyroferus,37437017,AD,0.81666,2.65,,P,Ross Marriott
"DEH_5, 5",Bodianus mesothorax,1,30,Ashmore Reef,Labridae,Bodianus,mesothorax,37384060,AD,0.9,0.9,,P,Ross Marriott
"DEH_5, 5",Caesio teres,22,30,Ashmore Reef,Caesionidae,Caesio,teres,37346037,AD,2.45,29.55,,P,Ross Marriott
"DEH_5, 5",Gracila albomarginata,1,30,Ashmore Reef,Serranidae,Gracila,albomarginata,37311156,AD,7.21666,7.21666,,P,Ross Marriott
"DEH_5, 5",Centropyge tibicen,1,30,Ashmore Reef,Pomacanthidae,Centropyge,tibicen,37365031,AD,1.13333,1.13333,,P,Ross Marriott
"DEH_5, 5",Ctenochaetus striatus,1,30,Ashmore Reef,Acanthuridae,Ctenochaetus,striatus,37437022,AD,1.08333,1.08333,,P,Ross Marriott
"DEH_5, 5",Cephalopholis formosa,1,30,Ashmore Reef,Serranidae,Cephalopholis,formosa,37311137,AD,2.56666,2.56666,,"P,SC",Ross Marriott
"DEH_5, 5",Chaetodon lineolatus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,lineolatus,37365041,AD,57.43333,57.43333,,P,Ross Marriott
"DEH_5, 5",Chaetodon lunula,1,30,Ashmore Reef,Chaetodontidae,Chaetodon,lunula,37365042,AD,5.88333,5.88333,,P,Ross Marriott
"DEH_5, 5",Chaetodon ornatissimus,2,30,Ashmore Reef,Chaetodontidae,Chaetodon,ornatissimus,37365047,AD,7.96666,7.96666,,P,Ross Marriott
"DEH_5, 5",Cheilinus chlorourus,1,30,Ashmore Reef,Labridae,Cheilinus,chlorourus,37384064,AD,20.48333,20.48333,,P,Ross Marriott
"DEH_5, 5",Chromis amboinensis,1,30,Ashmore Reef,Pomacentridae,Chromis,amboinensis,37372034,AD,10.06667,10.06667,,P,Ross Marriott
"DEH_5, 5",Coradion chrysozonus,1,30,Ashmore Reef,Chaetodontidae,Coradion,chrysozonus,37365004,AD,1,1,,P,Ross Marriott
"DEH_5, 4",Aprion virescens,1,30,Ashmore Reef,Lutjanidae,Aprion,virescens,37346027,AD,14.38333,14.38333,,P,Ross Marriott
"DEH_5, 5",Centropyge bicolor,1,30,Ashmore Reef,Pomacanthidae,Centropyge,bicolor,37365022,AD,12.66667,12.66667,,P,Ross Marriott
"DEH_4, 4",Caesio caerulaurea,10,30,Ashmore Reef,Caesionidae,Caesio,caerulaurea,37346024,AD,1.15,1.21666,,P,Ross Marriott
"DEH_4, 5",Lethrinus olivaceus,2,30,Ashmore Reef,Lethrinidae,Lethrinus,olivaceus,37351004,AD,3.65,4.18333,,P,Ross Marriott
"DEH_4, 3",Pomacanthus imperator,2,30,Ashmore Reef,Pomacanthidae,Pomacanthus,imperator,37365014,AD,5.65,5.8,,P,Ross Marriott
"DEH_4, 3",Pterocaesio marri,15,30,Ashmore Reef,Caesionidae,Pterocaesio,marri,37346068,AD,2.18333,11.3,,P,Ross Marriott
"DEH_4, 3",Siganus punctatus,2,30,Ashmore Reef,Siganidae,Siganus,punctatus,37438003,AD,43.36666,43.38334,,P,Ross Marriott
"DEH_4, 3",Triaenodon obesus,2,30,Ashmore Reef,Carcharhinidae,Triaenodon,obesus,37018038,AD,14.7,20.2,17.83333,"F,CO",Ross Marriott
