OpCode,MaxN,Family,Genus,Species
FP_201_ASH055,1,Lethrinidae,Lethrinus,olivaceus
FP_201_ASH055,6,Lethrinidae,Lethrinus,rubrioperculatus
FP_201_ASH055,24,Lethrinidae,Lethrinus,semicinctus
FP_201_ASH055,1,Lutjanidae,Aprion,virescens
FP_201_ASH055,2,Serranidae,Epinephelus,maculatus
FP_201_ASH060,1,Carangidae,Carangoides,gymnostethus
FP_201_ASH060,1,Carangidae,Carangoides,oblongus
FP_201_ASH060,1,Carangidae,Carangoides,orthogrammus
FP_201_ASH060,1,Carangidae,Caranx,melampygus
FP_201_ASH060,1,Carcharhinidae,Carcharhinus,amblyrhynchos
FP_201_ASH060,1,Carcharhinidae,Triaenodon,obesus
FP_201_ASH060,3,Echeneidae,Echeneis,naucrates
FP_201_ASH060,1,Lethrinidae,Gymnocranius,grandoculis
FP_201_ASH060,3,Lethrinidae,Lethrinus,microdon
FP_201_ASH060,8,Lethrinidae,Lethrinus,olivaceus
FP_201_ASH060,2,Lethrinidae,Lethrinus,ravus
FP_201_ASH060,1,Lethrinidae,Lethrinus,rubrioperculatus
FP_201_ASH060,1,Lethrinidae,Monotaxis,grandoculis
FP_201_ASH060,1,Lutjanidae,Aprion,virescens
FP_201_ASH060,1,Lutjanidae,Lutjanus,kasmira
FP_201_ASH060,4,Lutjanidae,Lutjanus,vitta
FP_201_ASH057,2,Carangidae,Carangoides,orthogrammus
FP_201_ASH057,1,Carangidae,Caranx,melampygus
FP_201_ASH057,1,Carcharhinidae,Triaenodon,obesus
FP_201_ASH057,1,Echeneidae,Echeneis,naucrates
FP_201_ASH057,1,Lethrinidae,Lethrinus,atkinsoni
FP_201_ASH057,3,Lethrinidae,Lethrinus,obsoletus
FP_201_ASH057,1,Lethrinidae,Lethrinus,ornatus
FP_201_ASH057,2,Lethrinidae,Lethrinus,rubrioperculatus
FP_201_ASH057,1,Lethrinidae,Lethrinus,semicinctus
FP_201_ASH057,1,Lutjanidae,Aprion,virescens
FP_201_ASH057,1,Lutjanidae,Lutjanus,bohar
FP_201_ASH057,3,Lutjanidae,Lutjanus,decussatus
FP_201_ASH057,3,Lutjanidae,Lutjanus,gibbus
FP_201_ASH057,5,Lutjanidae,Lutjanus,quinquelineatus
FP_201_ASH057,1,Rhinidae,Rhynchobatus,sp
FP_201_ASH057,6,Serranidae,Cephalopholis,argus
FP_201_ASH057,1,Serranidae,Cephalopholis,urodeta
FP_201_ASH057,1,Serranidae,Epinephelus,merra
FP_201_ASH057,1,Serranidae,Plectropomus,maculatus
FP_201_ASH057,1,Serranidae,Variola,albimarginata
FP_201_ASH059,1,Dasyatidae,Pastinachus,sephen
FP_201_ASH059,2,Lethrinidae,Gymnocranius,grandoculis
FP_201_ASH059,4,Lethrinidae,Lethrinus,rubrioperculatus
FP_201_ASH059,1,Lutjanidae,Lutjanus,vitta
DEH_16_4,1,Balistidae,Abalistes,stellatus
DEH_16_4,1,Hydrophiidae,Unknown,sp8
DEH_16_3,1,Siganidae,Siganus,argenteus
DEH_16_3,1,Balistidae,Sufflamen,fraenatum
DEH_16_3,1,Carcharhinidae,Triaenodon,obesus
DEH_16_3,1,Scaridae,Unknown,sp15
DEH_16_3,1,Muraenidae,Unknown,sp2
DEH_16_3,2,Mullidae,Unknown,sp3
DEH_16_3,1,Serranidae,Pseudanthias,sp
DEH_16_3,3,Zanclidae,Zanclus,cornutus
DEH_16_3,1,Pomacanthidae,Pomacanthus,imperator
DEH_16_4,1,Lutjanidae,Aprion,virescens
DEH_16_4,2,Labridae,Iniistius,pavo
DEH_16_4,1,Lethrinidae,Lethrinus,amboinensis
DEH_16_4,3,Lethrinidae,Lethrinus,rubrioperculatus
DEH_16_4,1,Mullidae,Parupeneus,heptacanthus
DEH_16_4,1,Dasyatidae,Taeniurops,meyeni
DEH_3_1,2,Nemipteridae,Pentapodus,emeryii
DEH_16_3,2,Serranidae,Variola,albimarginata
DEH_16_3,1,Lethrinidae,Lethrinus,olivaceus
DEH_16_3,1,Lutjanidae,Aprion,virescens
DEH_16_3,10,Carangidae,Carangoides,ferdau
DEH_16_3,1,Carangidae,Caranx,lugubris
DEH_16_3,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_16_3,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_16_3,1,Chaetodontidae,Chaetodon,auriga
DEH_16_3,2,Chaetodontidae,Chaetodon,lineolatus
DEH_16_3,1,Balistidae,Pseudobalistes,fuscus
DEH_16_3,3,Lethrinidae,Lethrinus,amboinensis
DEH_16_5,1,Balistidae,Abalistes,stellatus
DEH_16_3,13,Lethrinidae,Lethrinus,ravus
DEH_16_3,3,Lethrinidae,Lethrinus,rubrioperculatus
DEH_16_3,4,Acanthuridae,Naso,brevirostris
DEH_16_3,30,Acanthuridae,Naso,caesius
DEH_16_3,2,Mullidae,Parupeneus,barberinus
DEH_16_3,2,Mullidae,Parupeneus,heptacanthus
DEH_16_3,2,Nemipteridae,Pentapodus,emeryii
DEH_16_3,1,Lethrinidae,Gymnocranius,grandoculis
DEH_2_1,1,Lethrinidae,Lethrinus,ravus
DEH_16_4,1,Tetraodontidae,Unknown,sp3
DEH_2_1,1,Fistulariidae,Fistularia,sp
DEH_2_1,2,Chaetodontidae,Forcipiger,longirostris
DEH_2_1,1,Labridae,Halichoeres,hortulanus
DEH_2_1,1,Labridae,Hemigymnus,melapterus
DEH_2_1,1,Labridae,Labroides,dimidiatus
DEH_2_1,2,Lethrinidae,Lethrinus,atkinsoni
DEH_2_1,2,Chaetodontidae,Chaetodon,speculum
DEH_2_1,1,Lethrinidae,Lethrinus,olivaceus
DEH_2_1,1,Chaetodontidae,Chaetodon,ornatissimus
DEH_2_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_1,1,Lutjanidae,Lutjanus,bohar
DEH_2_1,2,Lutjanidae,Lutjanus,bohar
DEH_2_1,2,Lutjanidae,Lutjanus,decussatus
DEH_2_1,7,Lutjanidae,Lutjanus,gibbus
DEH_2_1,25,Lutjanidae,Lutjanus,kasmira
DEH_2_1,1,Lutjanidae,Lutjanus,semicinctus
DEH_2_1,1,Lethrinidae,Lethrinus,obsoletus
DEH_2_1,1,Balistidae,Balistoides,conspicillum
DEH_16_5,11,Lethrinidae,Lethrinus,rubrioperculatus
DEH_16_5,2,Pinguipedidae,Parapercis,nebulosa
DEH_2_1,1,Acanthuridae,Acanthurus,albipectoralis
DEH_2_1,4,Acanthuridae,Acanthurus,auranticavus
DEH_2_1,1,Acanthuridae,Acanthurus,nigricans
DEH_2_1,2,Acanthuridae,Acanthurus,pyroferus
DEH_2_1,1,Labridae,Anampses,caeruleopunctatus
DEH_2_1,2,Chaetodontidae,Chaetodon,ulietensis
DEH_2_1,1,Lutjanidae,Aprion,virescens
DEH_16_3,1,Acanthuridae,Acanthurus,olivaceus
DEH_2_1,1,Balistidae,Balistoides,viridescens
DEH_2_1,2,Pomacanthidae,Centropyge,bicolor
DEH_2_1,1,Serranidae,Cephalopholis,urodeta
DEH_2_1,1,Chaetodontidae,Chaetodon,ephippium
DEH_2_1,2,Chaetodontidae,Chaetodon,kleinii
DEH_2_1,2,Chaetodontidae,Chaetodon,lineolatus
DEH_2_1,1,Chaetodontidae,Chaetodon,lunula
DEH_2_1,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_13_3,1,Labridae,Halichoeres,hortulanus
DEH_16_3,2,Pomacanthidae,Apolemichthys,trimaculatus
DEH_13_3,2,Chaetodontidae,Chaetodon,oxycephalus
DEH_13_3,2,Labridae,Cheilinus,trilobatus
DEH_13_3,1,Scaridae,Chlorurus,sordidus
DEH_13_3,1,Pomacentridae,Chromis,amboinensis
DEH_13_3,1,Labridae,Cirrhilabrus,exquisitus
DEH_13_3,3,Acanthuridae,Ctenochaetus,striatus
DEH_13_3,1,Chaetodontidae,Chaetodon,kleinii
DEH_13_3,1,Labridae,Halichoeres,chrysus
DEH_13_3,2,Chaetodontidae,Chaetodon,ephippium
DEH_13_3,1,Labridae,Hemigymnus,melapterus
DEH_13_3,1,Labridae,Leptojulis,cyanopleura
DEH_13_3,1,Lutjanidae,Lutjanus,decussatus
DEH_13_3,1,Malacanthidae,Malacanthus,brevirostris
DEH_13_3,1,Lethrinidae,Monotaxis,grandoculis
DEH_13_3,1,Dasyatidae,Neotrygon,australiae
DEH_13_3,1,Labridae,Oxycheilinus,digrammus
DEH_13_3,1,Lethrinidae,Gymnocranius,grandoculis
DEH_13_2,1,Labridae,Unknown,sp12
DEH_13_2,1,Labridae,Oxycheilinus,digrammus
DEH_13_2,3,Pinguipedidae,Parapercis,nebulosa
DEH_13_2,3,Mullidae,Parupeneus,multifasciatus
DEH_13_2,15,Pomacentridae,Pomacentrus,coelestis
DEH_13_2,1,Scaridae,Scarus,rubroviolaceus
DEH_13_2,1,Carcharhinidae,Triaenodon,obesus
DEH_13_2,1,Hydrophiidae,Unknown,sp1
DEH_13_3,1,Chaetodontidae,Chaetodon,lunula
DEH_13_2,3,Labridae,Unknown,sp11
DEH_13_3,4,Mullidae,Parupeneus,multifasciatus
DEH_13_2,1,Labridae,Unknown,sp13
DEH_13_2,1,Hydrophiidae,Unknown,sp2
DEH_13_3,1,Acanthuridae,Acanthurus,auranticavus
DEH_13_3,1,Acanthuridae,Acanthurus,olivaceus
DEH_13_3,2,Pomacentridae,Amblyglyphidodon,aureus
DEH_13_3,3,Serranidae,Cephalopholis,argus
DEH_13_3,2,Chaetodontidae,Chaetodon,auriga
DEH_13_2,1,Monacanthidae,Unknown,sp1
DEH_16_2,5,Lethrinidae,Lethrinus,rubrioperculatus
DEH_16_1,1,Mobulidae,Manta,birostris
DEH_16_1,1,Carangidae,Unknown,sp2
DEH_16_2,2,Lutjanidae,Aprion,virescens
DEH_16_2,9,Carangidae,Carangoides,ferdau
DEH_16_2,3,Carangidae,Elagatis,bipinnulata
DEH_16_2,1,Lethrinidae,Gymnocranius,grandoculis
DEH_16_2,1,Labridae,Iniistius,pavo
DEH_13_3,1,Pinguipedidae,Parapercis,nebulosa
DEH_16_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_16_1,1,Labridae,Iniistius,pavo
DEH_16_2,2,Malacanthidae,Malacanthus,latovittatus
DEH_16_2,1,Balistidae,Sufflamen,fraenatum
DEH_16_2,1,Muraenidae,Unknown,sp1
DEH_16_2,1,Ostraciidae,Unknown,sp1
DEH_16_2,1,Hydrophiidae,Unknown,sp7
DEH_16_3,1,Balistidae,Abalistes,stellatus
DEH_2_1,1,Acanthuridae,Naso,caesius
DEH_16_2,2,Lethrinidae,Lethrinus,amboinensis
DEH_13_3,1,Haemulidae,Unknown,sp1
DEH_16_3,1,Monacanthidae,Aluterus,scriptus
DEH_13_3,2,Mullidae,Parupeneus,trifasciatus
DEH_13_3,1,Pomacentridae,Pomacentrus,coelestis
DEH_13_3,1,Microdesmidae,Ptereleotris,evides
DEH_13_3,2,Scaridae,Scarus,sp
DEH_13_3,1,Balistidae,Sufflamen,chrysopterum
DEH_13_3,1,Balistidae,Sufflamen,fraenatum
DEH_16_1,3,Lethrinidae,Lethrinus,rubrioperculatus
DEH_13_3,6,Labridae,Thalassoma,lunare
DEH_16_1,1,Lethrinidae,Lethrinus,amboinensis
DEH_13_3,1,Labridae,Unknown,sp14
DEH_13_3,2,Scaridae,Unknown,sp6
DEH_13_3,1,Scaridae,Unknown,sp7
DEH_16_1,1,Lutjanidae,Aprion,virescens
DEH_16_1,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_16_1,3,Lethrinidae,Gymnocranius,grandoculis
DEH_16_1,1,Scombridae,Gymnosarda,unicolor
DEH_13_3,1,Mullidae,Parupeneus,barberinus
DEH_13_3,1,Labridae,Thalassoma,amblycephalum
DEH_2_5,2,Pomacentridae,Pomacentrus,coelestis
DEH_2_4,4,Labridae,Cirrhilabrus,exquisitus
DEH_2_5,2,Balistidae,Melichthys,vidua
DEH_2_5,2,Acanthuridae,Naso,annulatus
DEH_2_5,2,Acanthuridae,Naso,brevirostris
DEH_2_5,1,Acanthuridae,Naso,lituratus
DEH_2_5,1,Labridae,Oxycheilinus,unifasciatus
DEH_2_5,1,Mullidae,Parupeneus,multifasciatus
DEH_2_5,15,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_5,4,Pomacentridae,Pomacentrus,bankanensis
DEH_2_5,1,Echeneidae,Echeneis,naucrates
DEH_2_5,3,Nemipteridae,Scolopsis,xenochrous
DEH_2_5,2,Balistidae,Sufflamen,chrysopterum
DEH_2_5,1,Carcharhinidae,Triaenodon,obesus
DEH_2_5,1,Serranidae,Variola,albimarginata
DEH_2_6,1,Acanthuridae,Acanthurus,auranticavus
DEH_2_6,1,Acanthuridae,Acanthurus,olivaceus
DEH_2_6,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_2_5,1,Pomacanthidae,Pomacanthus,imperator
DEH_2_4,1,Serranidae,Variola,albimarginata
DEH_2_1,1,Balistidae,Melichthys,vidua
DEH_2_4,10,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_4,2,Acanthuridae,Naso,annulatus
DEH_2_4,2,Acanthuridae,Naso,lituratus
DEH_2_4,10,Pomacentridae,Pomacentrus,coelestis
DEH_2_4,10,Siganidae,Siganus,argenteus
DEH_2_4,1,Balistidae,Sufflamen,fraenatum
DEH_2_5,1,Lutjanidae,Lutjanus,bohar
DEH_2_4,1,Muraenidae,Unknown,sp5
DEH_2_6,1,Chaetodontidae,Chaetodon,kleinii
DEH_2_5,4,Acanthuridae,Acanthurus,auranticavus
DEH_2_5,2,Acanthuridae,Acanthurus,olivaceus
DEH_2_5,2,Pomacanthidae,Apolemichthys,trimaculatus
DEH_2_5,1,Serranidae,Cephalopholis,urodeta
DEH_2_5,2,Chaetodontidae,Chaetodon,auriga
DEH_2_5,2,Chaetodontidae,Chaetodon,kleinii
DEH_2_5,1,Labridae,Cheilinus,chlorourus
DEH_2_4,1,Gobiidae,Unknown,sp1
DEH_3_1,1,Lutjanidae,Lutjanus,bohar
DEH_3_1,1,Acanthuridae,Acanthurus,auranticavus
DEH_3_1,2,Acanthuridae,Acanthurus,olivaceus
DEH_3_1,5,Acanthuridae,Acanthurus,olivaceus
DEH_3_1,1,Acanthuridae,Acanthurus,pyroferus
DEH_3_1,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_3_1,3,Pomacanthidae,Centropyge,bicolor
DEH_3_1,2,Chaetodontidae,Chaetodon,ephippium
DEH_2_6,1,Serranidae,Cephalopholis,sp1
DEH_3_1,4,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_6,1,Scaridae,Unknown,sp17
DEH_3_1,2,Lutjanidae,Lutjanus,decussatus
DEH_3_1,1,Lutjanidae,Lutjanus,gibbus
DEH_3_1,2,Malacanthidae,Malacanthus,latovittatus
DEH_3_1,30,Acanthuridae,Naso,annulatus
DEH_3_1,1,Acanthuridae,Naso,lituratus
DEH_3_1,1,Mullidae,Parupeneus,barberinus
DEH_1_1,1,Lutjanidae,Aprion,virescens
DEH_3_1,1,Labridae,Hologymnosus,doliatus
DEH_2_6,1,Balistidae,Melichthys,vidua
DEH_2_4,2,Pomacentridae,Chrysiptera,tricincta
DEH_2_6,1,Chaetodontidae,Chaetodon,ulietensis
DEH_2_6,1,Labridae,Cirrhilabrus,sp
DEH_2_6,1,Echeneidae,Echeneis,naucrates
DEH_2_6,1,Labridae,Hologymnosus,doliatus
DEH_2_6,5,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_6,1,Lutjanidae,Lutjanus,bohar
DEH_2_6,3,Zanclidae,Zanclus,cornutus
DEH_2_6,3,Lutjanidae,Lutjanus,gibbus
DEH_2_6,2,Serranidae,Variola,albimarginata
DEH_2_6,1,Mullidae,Parupeneus,multifasciatus
DEH_2_6,1,Nemipteridae,Pentapodus,emeryii
DEH_2_6,2,Pomacentridae,Pomacentrus,coelestis
DEH_2_6,2,Pomacentridae,Pomacentrus,imitator
DEH_2_6,1,Siganidae,Siganus,argenteus
DEH_2_6,2,Balistidae,Sufflamen,fraenatum
DEH_2_6,1,Carcharhinidae,Triaenodon,obesus
DEH_2_6,1,Serranidae,Cephalopholis,urodeta
DEH_2_6,3,Lutjanidae,Lutjanus,decussatus
DEH_2_2,1,Lutjanidae,Lutjanus,bohar
DEH_2_4,1,Lethrinidae,Lethrinus,olivaceus
DEH_2_2,1,Carangidae,Caranx,lugubris
DEH_2_2,1,Carangidae,Caranx,melampygus
DEH_2_2,1,Chaetodontidae,Chaetodon,auriga
DEH_2_2,1,Chaetodontidae,Chaetodon,lunula
DEH_2_2,3,Pomacentridae,Chromis,sp2
DEH_2_2,1,Lethrinidae,Lethrinus,atkinsoni
DEH_2_2,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_2_2,7,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_2,1,Acanthuridae,Acanthurus,olivaceus
DEH_2_2,2,Lutjanidae,Lutjanus,decussatus
DEH_2_2,1,Balistidae,Melichthys,vidua
DEH_2_2,1,Acanthuridae,Naso,annulatus
DEH_2_2,5,Acanthuridae,Naso,brevirostris
DEH_2_2,1,Acanthuridae,Naso,lituratus
DEH_2_2,1,Mullidae,Parupeneus,barberinoides
DEH_2_2,1,Mullidae,Parupeneus,multifasciatus
DEH_2_2,1,Lethrinidae,Lethrinus,olivaceus
DEH_2_1,1,Siganidae,Siganus,virgatus
DEH_13_2,1,Acanthuridae,Naso,brachycentron
DEH_2_1,1,Dasyatidae,Neotrygon,australiae
DEH_2_1,1,Mullidae,Parupeneus,multifasciatus
DEH_2_1,1,Nemipteridae,Pentapodus,emeryii
DEH_2_1,3,Ephippidae,Platax,orbicularis
DEH_2_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_2_1,2,Pomacentridae,Pomacentrus,bankanensis
DEH_2_2,2,Lutjanidae,Aprion,virescens
DEH_2_1,5,Siganidae,Siganus,argenteus
DEH_2_2,20,Pomacentridae,Pomacentrus,coelestis
DEH_2_1,1,Labridae,Thalassoma,lunare
DEH_2_1,1,Carcharhinidae,Triaenodon,obesus
DEH_2_1,1,Muraenidae,Unknown,sp3
DEH_2_1,1,Serranidae,Variola,albimarginata
DEH_2_1,2,Zanclidae,Zanclus,cornutus
DEH_2_2,2,Acanthuridae,Acanthurus,auranticavus
DEH_2_2,1,Acanthuridae,Acanthurus,nigricans
DEH_2_1,1,Nemipteridae,Scolopsis,bilineata
DEH_2_4,1,Acanthuridae,Acanthurus,auranticavus
DEH_2_3,3,Mullidae,Parupeneus,multifasciatus
DEH_2_3,1,Pomacanthidae,Pomacanthus,imperator
DEH_2_3,3,Pomacentridae,Pomacentrus,bankanensis
DEH_2_3,35,Pomacentridae,Pomacentrus,coelestis
DEH_2_3,4,Nemipteridae,Scolopsis,xenochrous
DEH_2_3,2,Balistidae,Sufflamen,fraenatum
DEH_2_3,1,Hydrophiidae,Unknown,sp
DEH_2_2,1,Nemipteridae,Pentapodus,emeryii
DEH_2_3,1,Serranidae,Variola,albimarginata
DEH_2_3,1,Lethrinidae,Lethrinus,olivaceus
DEH_2_4,2,Acanthuridae,Acanthurus,olivaceus
DEH_2_4,2,Pomacanthidae,Apolemichthys,trimaculatus
DEH_2_4,1,Lutjanidae,Aprion,virescens
DEH_2_4,1,Carangidae,Carangoides,plagiotaenia
DEH_2_4,1,Carangidae,Caranx,melampygus
DEH_2_4,1,Chaetodontidae,Chaetodon,auriga
DEH_2_4,2,Chaetodontidae,Chaetodon,lunula
DEH_2_3,1,Pomacentridae,Unknown,sp3
DEH_2_3,1,Lutjanidae,Aprion,virescens
DEH_2_1,1,Lethrinidae,Monotaxis,grandoculis
DEH_2_2,1,Pseudochromidae,Pseudochromis,sp3
DEH_2_2,15,Siganidae,Siganus,argenteus
DEH_2_2,1,Balistidae,Sufflamen,fraenatum
DEH_2_2,1,Scaridae,Unknown,sp16
DEH_2_2,15,Pomacentridae,Unknown,sp3
DEH_2_2,1,Serranidae,Variola,albimarginata
DEH_2_3,9,Acanthuridae,Naso,annulatus
DEH_2_3,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_2_3,5,Lethrinidae,Lethrinus,rubrioperculatus
DEH_2_3,1,Carangidae,Caranx,lugubris
DEH_2_3,3,Chaetodontidae,Chaetodon,auriga
DEH_2_3,1,Chaetodontidae,Chaetodon,ephippium
DEH_2_3,3,Chaetodontidae,Chaetodon,kleinii
DEH_2_3,2,Chaetodontidae,Chaetodon,lineolatus
DEH_2_3,1,Chaetodontidae,Chaetodon,ornatissimus
DEH_2_3,1,Fistulariidae,Fistularia,sp
DEH_2_2,1,Ephippidae,Platax,orbicularis
DEH_2_3,15,Acanthuridae,Acanthurus,olivaceus
DEH_1_6,1,Hydrophiidae,Unknown,sp13
DEH_1_5,1,Carangidae,Carangoides,fulvoguttatus
DEH_1_6,3,Mullidae,Parupeneus,multifasciatus
DEH_1_6,1,Mullidae,Parupeneus,pleurostigma
DEH_1_6,1,Nemipteridae,Pentapodus,emeryii
DEH_1_6,1,Serranidae,Plectropomus,laevis
DEH_1_6,1,Pomacanthidae,Pomacanthus,semicirculatus
DEH_1_6,5,Nemipteridae,Scolopsis,xenochrous
DEH_1_6,1,Acanthuridae,Naso,vlamingii
DEH_1_6,1,Balistidae,Sufflamen,fraenatum
DEH_1_6,1,Malacanthidae,Malacanthus,brevirostris
DEH_1_6,1,Scaridae,Unknown,sp22
DEH_10_1,2,Serranidae,Aethaloperca,rogaa
DEH_10_1,2,Pomacanthidae,Apolemichthys,trimaculatus
DEH_10_1,1,Balistidae,Balistoides,conspicillum
DEH_10_1,1,Balistidae,Balistoides,viridescens
DEH_10_1,1,Carangidae,Caranx,lugubris
DEH_10_1,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_1_6,2,Siganidae,Siganus,corallinus
DEH_1_6,1,Acanthuridae,Acanthurus,dussumieri
DEH_10_2,2,Lethrinidae,Lethrinus,amboinensis
DEH_1_5,10,Labridae,Cirrhilabrus,sp1
DEH_1_5,2,Lethrinidae,Gymnocranius,grandoculis
DEH_1_5,2,Scombridae,Gymnosarda,unicolor
DEH_1_5,1,Labridae,Iniistius,pavo
DEH_1_5,1,Lethrinidae,Lethrinus,amboinensis
DEH_1_5,1,Lethrinidae,Lethrinus,olivaceus
DEH_1_6,1,Pinguipedidae,Parapercis,nebulosa
DEH_1_6,7,Acanthuridae,Acanthurus,auranticavus
DEH_10_1,1,Pomacentridae,Chromis,nitida
DEH_1_6,1,Lutjanidae,Aprion,virescens
DEH_1_6,1,Carangidae,Caranx,lugubris
DEH_1_6,10,Labridae,Cirrhilabrus,punctatus
DEH_1_6,1,Lethrinidae,Gymnocranius,grandoculis
DEH_1_6,1,Labridae,Labroides,dimidiatus
DEH_1_6,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_6,1,Lutjanidae,Lutjanus,bohar
DEH_1_5,1,Dasyatidae,Pastinachus,ater
DEH_10_2,1,Serranidae,Cephalopholis,formosa
DEH_10_1,1,Octopodidae,Unknown,sp1
DEH_10_1,2,Serranidae,Variola,albimarginata
DEH_10_1,3,Zanclidae,Zanclus,cornutus
DEH_10_2,1,Acanthuridae,Acanthurus,auranticavus
DEH_10_2,1,Serranidae,Aethaloperca,rogaa
DEH_10_2,1,Pomacanthidae,Apolemichthys,trimaculatus
DEH_10_2,1,Balistidae,Balistoides,viridescens
DEH_10_1,2,Chaetodontidae,Chaetodon,auriga
DEH_10_2,1,Carangidae,Caranx,melampygus
DEH_10_1,1,Nemipteridae,Scolopsis,xenochrous
DEH_10_2,2,Chaetodontidae,Chaetodon,kleinii
DEH_10_2,2,Chaetodontidae,Chaetodon,ornatissimus
DEH_10_2,2,Chaetodontidae,Coradion,altivelis
DEH_10_2,2,Acanthuridae,Ctenochaetus,striatus
DEH_10_2,1,Pomacanthidae,Genicanthus,lamarck
DEH_10_2,1,Scombridae,Gymnosarda,unicolor
DEH_13_2,1,Labridae,Novaculichthys,taeniourus
DEH_10_2,1,Labridae,Bodianus,axillaris
DEH_10_1,1,Acanthuridae,Naso,vlamingii
DEH_1_5,1,Carangidae,Carangoides,ferdau
DEH_10_1,3,Pomacentridae,Dascyllus,trimaculatus
DEH_10_1,1,Carangidae,Elagatis,bipinnulata
DEH_10_1,1,Pomacanthidae,Genicanthus,lamarck
DEH_10_1,3,Labridae,Halichoeres,marginatus
DEH_10_1,1,Labridae,Labroides,dimidiatus
DEH_10_1,5,Lethrinidae,Lethrinus,ravus
DEH_10_1,2,Carcharhinidae,Triaenodon,obesus
DEH_10_1,1,Lutjanidae,Lutjanus,bohar
DEH_10_1,1,Balistidae,Sufflamen,fraenatum
DEH_10_1,8,Balistidae,Odonus,niger
DEH_10_1,1,Labridae,Oxycheilinus,digrammus
DEH_10_1,1,Mullidae,Parupeneus,barberinus
DEH_10_1,3,Mullidae,Parupeneus,multifasciatus
DEH_10_1,1,Pomacanthidae,Pomacanthus,imperator
DEH_10_1,1,Scaridae,Scarus,forsteni
DEH_10_1,1,Scaridae,Scarus,rubroviolaceus
DEH_10_1,2,Chaetodontidae,Chaetodon,kleinii
DEH_10_1,2,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_3,2,Labridae,Coris,aurilineata
DEH_1_5,2,Carangidae,Carangoides,orthogrammus
DEH_1_2,1,Nemipteridae,Scolopsis,xenochrous
DEH_1_2,1,Balistidae,Sufflamen,fraenatum
DEH_1_2,1,Hydrophiidae,Unknown,sp12
DEH_1_2,1,Chelonidae,Unknown,sp2
DEH_1_2,1,Serranidae,Variola,albimarginata
DEH_1_3,7,Acanthuridae,Acanthurus,auranticavus
DEH_1_2,1,Pomacentridae,Pomacentrus,moluccensis
DEH_1_3,10,Labridae,Cirrhilabrus,temminckii
DEH_1_2,3,Pomacentridae,Pomacentrus,coelestis
DEH_1_3,1,Labridae,Labroides,dimidiatus
DEH_1_3,2,Lethrinidae,Lethrinus,olivaceus
DEH_1_3,1,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_3,2,Malacanthidae,Malacanthus,brevirostris
DEH_1_3,1,Mullidae,Parupeneus,barberinus
DEH_1_3,1,Mullidae,Parupeneus,cyclostomus
DEH_1_3,4,Mullidae,Parupeneus,multifasciatus
DEH_1_3,1,Acanthuridae,Acanthurus,olivaceus
DEH_1_2,1,Pomacentridae,Dascyllus,trimaculatus
DEH_1_2,1,Balistidae,Balistoides,conspicillum
DEH_1_2,1,Balistidae,Balistoides,viridescens
DEH_1_2,1,Carcharhinidae,Carcharhinus,amblyrhynchos
DEH_1_2,1,Pomacanthidae,Centropyge,tibicen
DEH_1_2,1,Chaetodontidae,Chaetodon,auriga
DEH_1_2,1,Chaetodontidae,Chaetodon,kleinii
DEH_1_2,1,Pomacentridae,Chromis,amboinensis
DEH_1_2,1,Balistidae,Pseudobalistes,fuscus
DEH_1_2,1,Pomacentridae,Dascyllus,aruanus
DEH_1_3,2,Nemipteridae,Pentapodus,nagasakiensis
DEH_1_2,1,Labridae,Labroides,dimidiatus
DEH_1_2,6,Lethrinidae,Lethrinus,rubrioperculatus
DEH_1_2,1,Acanthuridae,Naso,brachycentron
DEH_1_2,1,Mullidae,Parupeneus,barberinus
DEH_1_2,2,Mullidae,Parupeneus,multifasciatus
DEH_1_2,2,Mullidae,Parupeneus,pleurostigma
DEH_1_2,1,Dasyatidae,Pateobatis,fai
DEH_1_2,2,Labridae,Cirrhilabrus,sp
DEH_1_4,3,Mullidae,Parupeneus,multifasciatus
DEH_1_4,1,Lethrinidae,Lethrinus,amboinensis
DEH_1_4,2,Lethrinidae,Lethrinus,olivaceus
DEH_1_4,1,Lethrinidae,Lethrinus,ravus
DEH_1_4,2,Lethrinidae,Lethrinus,rubrioperculatus
