Date,Video,Year,Depth,Coral,Habitat,Complexity,Treatment,Sampling_time/ time_shark_appearance,Shark_reappearance,Family,Genus_species,Genus,Species ,Size_class ,Arrival_time,Departure_time,Total_time_frame,MaxN_species_(standardised_hour),N_frame_total,N_frame_species,"Passing (time, sec)","Feeding (time, sec)","Investigating (time, sec)","Circling (time, sec)",Passing_perc,Feeding_perc,Investigating_perc,Circling_perc,Shake,Bout,Bite,Bite_outside_bag,Chasing,Chased,Stealing,Stolen,Bumping,Bumped,Startle ,Hiding ,Descending,Ascending
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:24.8,25:25.8,00:01.0,6.774,3,2,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:24.8,25:25.4,00:00.6,6.774,3,2,0.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,25:25.8,25:26.2,00:00.4,1.935,3,1,0.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:40.8,25:52.2,00:11.4,6.774,3,3,7,1.6,2.8,0,61.40350877,14.03508772,24.56140351,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:42.4,26:01.2,00:18.8,6.774,3,3,5,1.2,12.6,0,26.59574468,6.382978723,67.0212766,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:47.4,25:51.0,00:03.6,6.774,3,3,1.4,0,2.2,0,38.88888889,0,61.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,25:50.6,25:51.8,00:01.2,1.935,3,1,1.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:51.2,25:59.4,00:08.2,6.774,2,2,5,0,3.2,0,60.97560976,0,39.02439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:02.4,26:08.6,00:06.2,6.774,3,3,6.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:05.8,26:47.4,00:41.6,6.774,6,5,1.6,2,38,0,3.846153846,4.807692308,91.34615385,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:03.4,26:45.4,00:42.0,6.774,6,5,1.6,8.6,31.8,0,3.80952381,20.47619048,75.71428571,0,0,5,18,0,0,0,0,0,0,1,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:09.6,26:18.8,00:09.2,6.774,6,5,8.2,1,0,0,89.13043478,10.86956522,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:10.0,26:17.6,00:07.6,6.774,6,5,0,0,7.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:11.2,26:20.6,00:09.4,6.774,6,5,0,0,9.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,26:13.4,26:17.0,00:03.6,1.935,6,1,3.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:30.6,26:44.2,00:13.6,6.774,6,5,4.4,3,6.2,0,32.35294118,22.05882353,45.58823529,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:31.8,26:47.4,00:15.6,6.774,6,5,3,1.4,11.2,0,19.23076923,8.974358974,71.79487179,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,26:30.4,26:45.8,00:15.4,1.935,7,2,0,0,15.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,26:37.2,26:39.6,00:02.4,1.935,7,2,2.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:30.2,27:35.0,00:04.8,6.774,2,2,4.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:30.8,27:44.0,00:13.2,6.774,2,2,8.8,2.4,2,0,66.66666667,18.18181818,15.15151515,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:43.8,27:45.8,00:02.0,6.774,3,2,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:44.4,27:47.0,00:02.6,6.774,3,2,2.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,27:43.8,27:45.0,00:01.2,1.935,3,1,1.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:48.6,28:14.2,00:25.6,6.774,4,3,11.8,0,13.8,0,46.09375,0,53.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:56.4,28:36.6,00:40.2,6.774,4,3,0,0,40.2,0,0,0,100,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,28:10.6,28:12.6,00:02.0,6.774,4,3,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,28:10.6,28:13.6,00:03.0,1.935,4,1,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,28:26.2,28:29.8,00:03.6,6.774,2,2,3.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,28:47.6,28:57.4,00:09.8,6.774,3,2,7.2,0,2.6,0,73.46938776,0,26.53061224,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,28:48.2,29:00.2,00:12.0,6.774,3,2,3.8,0,8.2,0,31.66666667,0,68.33333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus atkinsoni,Lethrinus ,atkinsoni,<50,28:55.0,29:18.6,00:23.6,,3,1,7.2,0.2,16.2,0,30.50847458,0.847457627,68.6440678,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:02.2,29:13.2,00:11.0,6.774,2,2,2.2,1,7.8,0,20,9.090909091,70.90909091,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:13.4,29:28.0,00:14.6,6.774,3,2,2.4,0,12.2,0,16.43835616,0,83.56164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:18.0,29:24.2,00:06.2,6.774,3,2,4,0,2.2,0,64.51612903,0,35.48387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,29:23.6,29:25.4,00:01.8,1.935,3,1,1.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:27.6,29:58.6,00:31.0,6.774,4,3,2,2.8,26.2,0,6.451612903,9.032258065,84.51612903,0,0,3,12,0,0,0,0,0,0,1,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,29:35.4,29:39.0,00:03.6,1.935,3,1,1.6,0,2,0,44.44444444,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:35.8,30:03.2,00:27.4,6.774,3,3,1.2,0,26.2,0,4.379562044,0,95.62043796,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:37.6,29:47.6,00:10.0,6.774,3,3,9.4,0.6,0,0,94,6,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,29:48.6,29:52.6,00:04.0,6.774,3,3,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:05.2,30:24.8,00:19.6,6.774,5,4,2.2,0.6,9,7.8,11.2244898,3.06122449,45.91836735,39.79591837,0,1,2,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:07.4,30:13.8,00:06.4,6.774,5,4,4.6,0.6,1.2,0,71.875,9.375,18.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,30:10.6,30:13.0,00:02.4,1.935,5,1,2.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:11.6,30:14.4,00:02.8,6.774,5,4,2.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:12.4,30:20.2,00:07.8,6.774,5,4,7.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lutjanidae,Lutjanus decussatus,Lutjanus,decussatus,<50,30:15.2,30:23.2,00:08.0,1.935,5,1,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:23.0,30:24.8,00:01.8,6.774,4,4,1.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_2,2004,15,90,Reef,Medium,absent,25:24.8,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,30:19.8,30:24.8,00:05.0,6.774,4,4,2,0.8,1.2,0,50,20,30,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus olivaceus,Lethrinus,olivaceus,50-100,16:40.0,16:48.4,00:08.4,1.087,1,1,8.4,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lutjanidae,Aprion virescens,Aprion ,virescens,>100,16:49.8,16:59.2,00:09.4,1.087,2,1,9.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,16:54.6,17:03.6,00:09.0,5.437,2,1,5.6,0,3.4,0,62.22222222,0,37.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,17:05.6,17:11.4,00:05.8,5.437,1,1,5.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,17:25.0,17:31.8,00:06.8,5.437,1,1,6.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,17:32.8,17:35.6,00:02.8,5.437,1,1,2.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus olivaceus,Lethrinus,olivaceus,50-100,18:33.0,18:48.6,00:15.6,1.087,1,1,15.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,19:17.8,19:33.8,00:16.0,5.437,1,1,9.4,0,0,6.4,59.49367089,0,0,40.50632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,19:48.4,19:55.8,00:07.4,5.437,1,1,7.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,20:05.8,20:21.6,00:15.8,5.437,1,1,15.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,20:50.0,20:59.6,00:09.6,5.437,2,2,3.6,0,6,0,37.5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,20:59.0,21:03.8,00:04.8,5.437,2,2,4.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,21:04.2,21:08.0,00:03.8,5.437,2,2,3.8,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,21:05.4,21:08.4,00:03.0,5.437,2,2,3,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,21:22.4,21:31.6,00:09.2,5.437,2,2,1,0,8.2,0,10.86956522,0,89.13043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_3,2004,13,10,Reef,Medium,absent,16:31.6,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,21:24.4,21:31.2,00:06.8,5.437,2,2,6.8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:23.0,25:28.0,00:05.0,10.576,4,4,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:23.0,25:44.8,00:21.8,10.576,9,9,0,4.8,17,0,0,22.01834862,77.98165138,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:23.0,25:28.2,00:05.2,10.576,4,4,0,0,5.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:23.0,25:30.0,00:07.0,10.576,4,4,4.4,0,2.6,0,62.85714286,0,37.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:31.2,26:14.6,00:43.4,10.576,9,9,3,7,33.4,0,6.912442396,16.12903226,76.95852535,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:31.4,25:48.8,00:17.4,10.576,11,11,4.2,6.4,6.8,0,24.13793103,36.7816092,39.08045977,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:34.4,26:21.2,00:46.8,10.576,11,11,6.4,11,29.4,0,13.67521368,23.5042735,62.82051282,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:44.6,25:54.6,00:10.0,10.576,11,11,4.4,3,2.6,0,44,30,26,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:46.2,25:53.4,00:07.2,10.576,11,11,7.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,25:49.8,26:10.2,00:20.4,10.576,11,11,20.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:13.6,26:21.4,00:07.8,10.576,9,9,3,1.8,3,0,38.46153846,23.07692308,38.46153846,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:22.6,26:28.6,00:06.0,10.576,5,5,1,0,5,0,16.66666667,0,83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:29.0,26:32.2,00:03.2,10.576,4,4,3.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:30.6,26:35.8,00:05.2,10.576,3,3,5.2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:40.2,26:51.0,00:10.8,10.576,5,5,1.4,0,9.4,0,12.96296296,0,87.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:44.0,26:48.6,00:04.6,10.576,5,5,4.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:55.6,27:02.2,00:06.6,10.576,4,4,6.6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:59.6,27:09.0,00:09.4,10.576,4,4,9.4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,26:56.2,27:10.4,00:14.2,10.576,5,5,9.8,2,2.4,0,69.01408451,14.08450704,16.90140845,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:09.2,27:12.8,00:03.6,10.576,5,5,1.4,0.2,2,0,38.88888889,5.555555556,55.55555556,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
18/10/2004,ASH2_4,2004,18,30,Reef,Medium,absent,25:23.0,0,Lethrinidae,Lethrinus rubrioperculatus,Lethrinus ,rubrioperculatus,<50,27:13.0,27:20.4,00:07.4,10.576,5,5,4,0,3.4,0,54.05405405,0,45.94594595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
