MaxN

Generated: Friday, January 12, 2018 14:52:36

Filename	Frame	Time (mins)	Period	Period time (mins)	OpCode	TapeReader	Depth	Comment									Family	Genus	Species	Code	MaxN	Has fed
FP_201_ASH037.avi	  22389	  12.4508			FP_201_ASH037	CWS, BV	7										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	2	No
FP_201_ASH037.avi	 105922	  58.9045			FP_201_ASH037	CWS, BV	7										Dasyatidae	Taeniurops	meyeni	37035017	1	Yes
FP_201_ASH037.avi	  65068	  36.1851			FP_201_ASH037	CWS, BV	7										Echeneidae	Echeneis	naucrates	37336001	1	No
FP_201_ASH037.avi	  22018	  12.2445			FP_201_ASH037	CWS, BV	7										Haemulidae	Plectorhinchus	chaetodonoides	37350014	1	No
FP_201_ASH037.avi	  94264	  52.4213			FP_201_ASH037	CWS, BV	7										Lethrinidae	Lethrinus	microdon	37351011	1	No
FP_201_ASH037.avi	  32690	  18.1793			FP_201_ASH037	CWS, BV	7										Lethrinidae	Monotaxis	grandoculis	37351026	1	No
FP_201_ASH037.avi	   3781	   2.1027			FP_201_ASH037	CWS, BV	7										Lutjanidae	Aprion	virescens	37346027	2	No
FP_201_ASH037.avi	  27638	  15.3698			FP_201_ASH037	CWS, BV	7										Lutjanidae	Lutjanus	bohar	37346029	3	No
FP_201_ASH037.avi	  65016	  36.1562			FP_201_ASH037	CWS, BV	7										Rhinidae	Rhynchobatus	australiae	37026001	1	No
FP_201_ASH037.avi	   3461	   1.9247			FP_201_ASH037	CWS, BV	7										Serranidae	Aethaloperca	rogaa	37311134	1	No
FP_201_ASH037.avi	  64663	  35.9598			FP_201_ASH037	CWS, BV	7										Serranidae	Cephalopholis	argus	37311082	1	No
FP_201_ASH037.avi	  28025	  15.5850			FP_201_ASH037	CWS, BV	7										Serranidae	Cephalopholis	urodeta	37311142	4	No
FP_201_ASH037.avi	  73947	  41.1228			FP_201_ASH037	CWS, BV	7										Serranidae	Plectropomus	laevis	37311079	2	No
FP_201_ASH037.avi	  79528	  44.2264			FP_201_ASH037	CWS, BV	7										Serranidae	Variola	louti	37311166	1	No
FP_201_ASH038.avi	   5131	   2.8534			FP_201_ASH038	CWS, BV	11										Carangidae	Atule	mate	37337024	2	No
FP_201_ASH038.avi	  61017	  33.9323			FP_201_ASH038	CWS, BV	11										Carangidae	Carangoides	orthogrammus	37337057	10	No
FP_201_ASH038.avi	  43315	  24.0880			FP_201_ASH038	CWS, BV	11										Carangidae	Carangoides	plagiotaenia	37337070	1	No
FP_201_ASH038.avi	   7827	   4.3527			FP_201_ASH038	CWS, BV	11										Carangidae	Caranx	melampygus	37337050	3	No
FP_201_ASH038.avi	 113145	  62.9213			FP_201_ASH038	CWS, BV	11										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	No
FP_201_ASH038.avi	  94480	  52.5414			FP_201_ASH038	CWS, BV	11										Dasyatidae	Himantura	granulata	37035019	1	No
FP_201_ASH038.avi	  68762	  38.2394			FP_201_ASH038	CWS, BV	11										Lethrinidae	Lethrinus	rubrioperculatus	37351012	2	Yes
FP_201_ASH038.avi	  37876	  21.0633			FP_201_ASH038	CWS, BV	11										Lethrinidae	Monotaxis	grandoculis	37351026	1	No
FP_201_ASH038.avi	   6144	   3.4168			FP_201_ASH038	CWS, BV	11										Lutjanidae	Lutjanus	bohar	37346029	5	Yes
FP_201_ASH038.avi	   4900	   2.7249			FP_201_ASH038	CWS, BV	11										Lutjanidae	Lutjanus	decussatus	37346041	2	No
FP_201_ASH038.avi	   5468	   3.0408			FP_201_ASH038	CWS, BV	11										Lutjanidae	Lutjanus	gibbus	37346028	4	No
FP_201_ASH038.avi	   2535	   1.4097			FP_201_ASH038	CWS, BV	11										Lutjanidae	Macolor	sp		3	No
FP_201_ASH038.avi	   5051	   2.8089			FP_201_ASH038	CWS, BV	11										Serranidae	Aethaloperca	rogaa	37311134	1	No
FP_201_ASH038.avi	  12431	   6.9130			FP_201_ASH038	CWS, BV	11										Serranidae	Cephalopholis	argus	37311082	1	No
FP_201_ASH038.avi	  15251	   8.4813			FP_201_ASH038	CWS, BV	11										Serranidae	Cephalopholis	urodeta	37311142	1	No
FP_201_ASH038.avi	  37529	  20.8703			FP_201_ASH038	CWS, BV	11										Serranidae	Plectropomus	sp		1	No
FP_201_ASH038.avi	  81489	  45.3170			FP_201_ASH038	CWS, BV	11										Sphyraenidae	Sphyraena	barracuda	37382008	1	No
FP_201_ASH045.avi	  41433	  23.0414			FP_201_ASH045	CWS, BV	12.8										Carangidae	Carangoides	fulvoguttatus	37337037	2	No
FP_201_ASH045.avi	  72054	  40.0701			FP_201_ASH045	CWS, BV	12.8										Carangidae	Caranx	ignobilis	37337027	1	No
FP_201_ASH045.avi	  34564	  19.2214			FP_201_ASH045	CWS, BV	12.8										Carangidae	Caranx	melampygus	37337050	4	No
FP_201_ASH045.avi	  22181	  12.3351			FP_201_ASH045	CWS, BV	12.8										Carangidae	Gnathanodon	speciosus	37337012	1	No
FP_201_ASH045.avi	  29303	  16.2957			FP_201_ASH045	CWS, BV	12.8										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	No
FP_201_ASH045.avi	  24394	  13.5658			FP_201_ASH045	CWS, BV	12.8										Ginglymostomatidae	Nebrius	ferrugineus	37013010	1	Yes
FP_201_ASH045.avi	  22047	  12.2606			FP_201_ASH045	CWS, BV	12.8										Lethrinidae	Lethrinus	microdon	37351011	1	Yes
FP_201_ASH045.avi	 104031	  57.8529			FP_201_ASH045	CWS, BV	12.8										Lethrinidae	Lethrinus	obsoletus	37351019	1	No
FP_201_ASH045.avi	  36244	  20.1557			FP_201_ASH045	CWS, BV	12.8										Lethrinidae	Lethrinus	rubrioperculatus	37351012	2	No
FP_201_ASH045.avi	   5181	   2.8812			FP_201_ASH045	CWS, BV	12.8										Lethrinidae	Monotaxis	grandoculis	37351026	1	No
FP_201_ASH045.avi	  59703	  33.2015			FP_201_ASH045	CWS, BV	12.8										Lutjanidae	Aprion	virescens	37346027	1	No
FP_201_ASH045.avi	  14682	   8.1648			FP_201_ASH045	CWS, BV	12.8										Lutjanidae	Lutjanus	bohar	37346029	1	No
FP_201_ASH045.avi	  15953	   8.8716			FP_201_ASH045	CWS, BV	12.8										Lutjanidae	Lutjanus	decussatus	37346041	2	No
FP_201_ASH045.avi	  43485	  24.1825			FP_201_ASH045	CWS, BV	12.8										Lutjanidae	Lutjanus	vitta	37346003	1	No
FP_201_ASH045.avi	  27417	  15.2469			FP_201_ASH045	CWS, BV	12.8										Serranidae	Cephalopholis	urodeta	37311142	1	No
FP_201_ASH045.avi	  24304	  13.5157			FP_201_ASH045	CWS, BV	12.8										Serranidae	Epinephelus	fuscoguttatus	37311021	1	No
FP_201_ASH045.avi	  27885	  15.5072			FP_201_ASH045	CWS, BV	12.8										Serranidae	Variola	albimarginata	37311026	1	No
FP_201_ASH045.avi	  22107	  12.2940			FP_201_ASH045	CWS, BV	12.8										Stegostomatidae	Stegostoma	fasciatum	37013006	1	Yes
FP_201_ASH040.avi	  10237	   5.6929			FP_201_ASH040	CWS	39.7										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH040.avi	  13133	   7.3034			FP_201_ASH040	CWS	39.7										Carangidae	Caranx	melampygus	37337050	2	No
FP_201_ASH040.avi	   8247	   4.5863			FP_201_ASH040	CWS	39.7										Lethrinidae	Gymnocranius	grandoculis	37351005	1	No
FP_201_ASH040.avi	  44409	  24.6964			FP_201_ASH040	CWS	39.7										Lethrinidae	Lethrinus	amboinensis	37351024	3	Yes
FP_201_ASH040.avi	  31642	  17.5965			FP_201_ASH040	CWS	39.7										Lethrinidae	Lethrinus	rubrioperculatus	37351012	10	Yes
FP_201_ASH040.avi	  37865	  21.0572			FP_201_ASH040	CWS	39.7										Lutjanidae	Aprion	virescens	37346027	1	No
FP_201_ASH047.avi	  80587	  44.8154			FP_201_ASH047	CWS, BV	6.1										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH047.avi	  81197	  45.1546			FP_201_ASH047	CWS, BV	6.1										Carangidae	Caranx	melampygus	37337050	1	No
FP_201_ASH047.avi	   9274	   5.1574			FP_201_ASH047	CWS, BV	6.1										Carangidae	Scomberoides	lysan	37337046	1	No
FP_201_ASH047.avi	  92398	  51.3836			FP_201_ASH047	CWS, BV	6.1										Dasyatidae	Dasyatis	sp		1	No
FP_201_ASH047.avi	  53920	  29.9855			FP_201_ASH047	CWS, BV	6.1										Dasyatidae	Pastinachus	sephen	37035011	1	No
FP_201_ASH047.avi	 112371	  62.4908			FP_201_ASH047	CWS, BV	6.1										Sphyraenidae	Sphyraena	barracuda	37382008	2	No
FP_201_ASH035.avi	   4531	   2.5197			FP_201_ASH035	CWS, BV	4										Carangidae	Carangoides	orthogrammus	37337057	4	No
FP_201_ASH035.avi	  13645	   7.5881			FP_201_ASH035	CWS, BV	4										Carangidae	Caranx	ignobilis	37337027	1	No
FP_201_ASH035.avi	  19481	  10.8336			FP_201_ASH035	CWS, BV	4										Carangidae	Caranx	melampygus	37337050	3	Yes
FP_201_ASH035.avi	  14985	   8.3333			FP_201_ASH035	CWS, BV	4										Carangidae	Scomberoides	lysan	37337046	1	No
FP_201_ASH035.avi	  47038	  26.1584			FP_201_ASH035	CWS, BV	4										Cheloniidae		sp		1	No
FP_201_ASH035.avi	  81869	  45.5283			FP_201_ASH035	CWS, BV	4										Lethrinidae	Lethrinus	rubrioperculatus	37351012	4	No
FP_201_ASH035.avi	  33271	  18.5024			FP_201_ASH035	CWS, BV	4										Lutjanidae	Lutjanus	bohar	37346029	2	No
FP_201_ASH035.avi	  15791	   8.7816			FP_201_ASH035	CWS, BV	4										Lutjanidae	Lutjanus	decussatus	37346041	3	No
FP_201_ASH035.avi	  49024	  27.2628			FP_201_ASH035	CWS, BV	4										Serranidae	Cephalopholis	sp		1	No
FP_201_ASH035.avi	  12640	   7.0293			FP_201_ASH035	CWS, BV	4										Serranidae	Variola	albimarginata	37311026	1	No
FP_201_ASH036.avi	  99977	  55.5984			FP_201_ASH036	CWS	7														1	Yes
FP_201_ASH036.avi	  17709	   9.8482			FP_201_ASH036	CWS	7										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH036.avi	  24159	  13.4351			FP_201_ASH036	CWS	7										Carangidae	Caranx	melampygus	37337050	5	No
FP_201_ASH036.avi	  75246	  41.8452			FP_201_ASH036	CWS	7										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	2	Yes
FP_201_ASH036.avi	  40344	  22.4358			FP_201_ASH036	CWS	7										Carcharhinidae	Triaenodon	obesus	37018038	2	No
FP_201_ASH036.avi	  99977	  55.5984			FP_201_ASH036	CWS	7										Cheloniidae	Eretmochelys	imbricata	39020003	1	No
FP_201_ASH036.avi	  22028	  12.2500			FP_201_ASH036	CWS	7										Lethrinidae	Lethrinus	atkinsoni	37351013	1	Yes
FP_201_ASH036.avi	   9454	   5.2575			FP_201_ASH036	CWS	7										Lethrinidae	Lethrinus	microdon	37351011	10	No
FP_201_ASH036.avi	  59058	  32.8428			FP_201_ASH036	CWS	7										Lutjanidae	Aprion	virescens	37346027	1	No
FP_201_ASH036.avi	  30514	  16.9692			FP_201_ASH036	CWS	7										Lutjanidae	Lutjanus	bohar	37346029	18	Yes
FP_201_ASH036.avi	  36913	  20.5277			FP_201_ASH036	CWS	7										Lutjanidae	Lutjanus	decussatus	37346041	2	No
FP_201_ASH036.avi	  50187	  27.9096			FP_201_ASH036	CWS	7										Lutjanidae	Lutjanus	rivulatus	37346016	2	No
FP_201_ASH036.avi	   5840	   3.2477			FP_201_ASH036	CWS	7										Lutjanidae	Macolor	sp		1	No
FP_201_ASH036.avi	  68241	  37.9496			FP_201_ASH036	CWS	7										Serranidae	Aethaloperca	rogaa	37311134	1	No
FP_201_ASH036.avi	  13258	   7.3729			FP_201_ASH036	CWS	7										Serranidae	Cephalopholis	argus	37311082	2	No
FP_201_ASH036.avi	  93023	  51.7312			FP_201_ASH036	CWS	7										Serranidae	Cephalopholis	urodeta	37311142	2	No
FP_201_ASH036.avi	  23840	  13.2577			FP_201_ASH036	CWS	7										Serranidae	Epinephelus	fasciatus	37311014	1	No
FP_201_ASH036.avi	  13167	   7.3223			FP_201_ASH036	CWS	7										Serranidae	Variola	louti	37311166	1	No
FP_201_ASH036.avi	  16821	   9.3544			FP_201_ASH036	CWS	7										Stegostomatidae	Stegostoma	fasciatum	37013006	1	No
FP_201_ASH056.avi	  61740	  34.3343			FP_201_ASH056	CWS	18										Carangidae	Carangoides	orthogrammus	37337057	3	No
FP_201_ASH056.avi	  12889	   7.1677			FP_201_ASH056	CWS	18										Carangidae	Caranx	melampygus	37337050	1	No
FP_201_ASH056.avi	  61871	  34.4072			FP_201_ASH056	CWS	18										Carangidae	Gnathanodon	speciosus	37337012	3	No
FP_201_ASH056.avi	  64487	  35.8620			FP_201_ASH056	CWS	18										Carcharhinidae	Triaenodon	obesus	37018038	1	No
FP_201_ASH056.avi	   5788	   3.2188			FP_201_ASH056	CWS	18										Cheloniidae		sp		1	No
FP_201_ASH056.avi	  84358	  46.9125			FP_201_ASH056	CWS	18										Dasyatidae	Himantura	fai	37035024	1	No
FP_201_ASH056.avi	  42154	  23.4423			FP_201_ASH056	CWS	18										Lethrinidae	Lethrinus	microdon	37351011	3	Yes
FP_201_ASH056.avi	  11742	   6.5299			FP_201_ASH056	CWS	18										Lethrinidae	Monotaxis	grandoculis	37351026	1	No
FP_201_ASH056.avi	  38089	  21.1817			FP_201_ASH056	CWS	18										Lutjanidae	Lutjanus	bohar	37346029	3	No
FP_201_ASH056.avi	  30718	  17.0826			FP_201_ASH056	CWS	18										Lutjanidae	Lutjanus	decussatus	37346041	3	Yes
FP_201_ASH056.avi	   3750	   2.0854			FP_201_ASH056	CWS	18										Lutjanidae	Lutjanus	quinquelineatus	37346006	2	No
FP_201_ASH056.avi	 111410	  61.9564			FP_201_ASH056	CWS	18										Muraenidae	Gymnothorax	sp		1	No
FP_201_ASH056.avi	  28511	  15.8553			FP_201_ASH056	CWS	18										Serranidae	Cephalopholis	urodeta	37311142	1	No
FP_201_ASH056.avi	  82477	  45.8664			FP_201_ASH056	CWS	18										Serranidae	Plectropomus	laevis	37311079	1	No
FP_201_ASH056.avi	 101645	  56.5260			FP_201_ASH056	CWS	18										Serranidae	Plectropomus	maculatus	37311012	2	No
FP_201_ASH065.avi	   4915	   2.7333			FP_201_ASH065	CWS, BV	18.9										Carangidae	Carangoides	ferdau	37337068	1	No
FP_201_ASH065.avi	  32156	  17.8823			FP_201_ASH065	CWS, BV	18.9										Carangidae	Carangoides	orthogrammus	37337057	2	No
FP_201_ASH065.avi	  36187	  20.1240			FP_201_ASH065	CWS, BV	18.9										Carangidae	Carangoides	plagiotaenia	37337070	2	No
FP_201_ASH065.avi	 109405	  60.8414			FP_201_ASH065	CWS, BV	18.9										Carangidae	Caranx	melampygus	37337050	7	No
FP_201_ASH065.avi	  90009	  50.0551			FP_201_ASH065	CWS, BV	18.9										Carangidae	Gnathanodon	speciosus	37337012	1	No
FP_201_ASH065.avi	  96329	  53.5697			FP_201_ASH065	CWS, BV	18.9										Carangidae	Scomberoides	lysan	37337046	1	No
FP_201_ASH065.avi	  29274	  16.2796			FP_201_ASH065	CWS, BV	18.9										Carcharhinidae	Triaenodon	obesus	37018038	1	No
FP_201_ASH065.avi	  96648	  53.7471			FP_201_ASH065	CWS, BV	18.9										Dasyatidae	Dasyatis	kuhlii	37035004	1	No
FP_201_ASH065.avi	  29275	  16.2802			FP_201_ASH065	CWS, BV	18.9										Echeneidae	Echeneis	naucrates	37336001	1	No
FP_201_ASH065.avi	  74535	  41.4498			FP_201_ASH065	CWS, BV	18.9										Lethrinidae	Gymnocranius	grandoculis	37351005	1	No
FP_201_ASH065.avi	  47960	  26.6711			FP_201_ASH065	CWS, BV	18.9										Lethrinidae	Lethrinus	microdon	37351011	1	Yes
FP_201_ASH065.avi	  15195	   8.4501			FP_201_ASH065	CWS, BV	18.9										Lethrinidae	Lethrinus	rubrioperculatus	37351012	2	No
FP_201_ASH065.avi	  10888	   6.0549			FP_201_ASH065	CWS, BV	18.9										Lutjanidae	Aprion	virescens	37346027	1	No
FP_201_ASH065.avi	  74594	  41.4826			FP_201_ASH065	CWS, BV	18.9										Lutjanidae	Lutjanus	bohar	37346029	3	Yes
FP_201_ASH065.avi	  89440	  49.7386			FP_201_ASH065	CWS, BV	18.9										Serranidae	Plectropomus	laevis	37311079	1	No
FP_201_ASH088.avi	  88059	  48.9706			FP_201_ASH088	CWS	32										Carangidae	Caranx	ignobilis	37337027	6	No
FP_201_ASH088.avi	  88300	  49.1047			FP_201_ASH088	CWS	32										Carangidae	Gnathanodon	speciosus	37337012	2	No
FP_201_ASH088.avi	  73467	  40.8559			FP_201_ASH088	CWS	32										Carcharhinidae	Galeocerdo	cuvier	37018022	1	Yes
FP_201_ASH088.avi	  89106	  49.5529			FP_201_ASH088	CWS	32										Echeneidae	Echeneis	naucrates	37336001	2	Yes
FP_201_ASH088.avi	  53039	  29.4956			FP_201_ASH088	CWS	32										Rachycentridae	Rachycentron	canadum	37335001	1	No
FP_201_ASH088.avi	  52931	  29.4355			FP_201_ASH088	CWS	32										Rhinidae	Rhynchobatus			1	No
FP_201_ASH088.avi	  83534	  46.4542			FP_201_ASH088	CWS	32										Stegostomatidae	Stegostoma	fasciatum	37013006	1	Yes
FP_201_ASH085.avi	  88028	  48.9534			FP_201_ASH085	CWS	31.2														1	No
FP_201_ASH085.avi	  23910	  13.2966			FP_201_ASH085	CWS	31.2										Carangidae	Atule	mate	37337024	1	No
FP_201_ASH085.avi	  66401	  36.9264			FP_201_ASH085	CWS	31.2										Carangidae	Caranx	ignobilis	37337027	1	No
FP_201_ASH085.avi	 112230	  62.4124			FP_201_ASH085	CWS	31.2										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	No
FP_201_ASH085.avi	  66620	  37.0482			FP_201_ASH085	CWS	31.2										Hemigaleidae	Hemipristis	elongata	37018011	1	No
FP_201_ASH085.avi	  23243	  12.9257			FP_201_ASH085	CWS	31.2										Lethrinidae	Gymnocranius	grandoculis	37351005	6	No
FP_201_ASH085.avi	  37845	  21.0460			FP_201_ASH085	CWS	31.2										Lutjanidae	Symphorus	nematophorus	37346017	1	No
FP_201_ASH085.avi	  89111	  49.5557			FP_201_ASH085	CWS	31.2										Sphyraenidae	Sphyraena	barracuda	37382008	1	No
FP_201_ASH112.avi	 106339	  59.1364			FP_201_ASH112	CWS	25.9										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH112.avi	  99335	  55.2414			FP_201_ASH112	CWS	25.9										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	Yes
FP_201_ASH112.avi	  12527	   6.9664			FP_201_ASH112	CWS	25.9										Lethrinidae	Gymnocranius	grandoculis	37351005	2	No
FP_201_ASH112.avi	  58795	  32.6966			FP_201_ASH112	CWS	25.9										Lethrinidae	Lethrinus	microdon	37351011	2	Yes
FP_201_ASH112.avi	  41736	  23.2099			FP_201_ASH112	CWS	25.9										Lethrinidae	Lethrinus	olivaceus	37351004	2	Yes
FP_201_ASH112.avi	  23029	  12.8067			FP_201_ASH112	CWS	25.9										Lethrinidae	Lethrinus	rubrioperculatus	37351012	2	Yes
FP_201_ASH112.avi	  64200	  35.7024			FP_201_ASH112	CWS	25.9										Lutjanidae	Aprion	virescens	37346027	2	No
FP_201_ASH112.avi	  82894	  46.0983			FP_201_ASH112	CWS	25.9										Lutjanidae	Lutjanus	bohar	37346029	1	Yes
FP_201_ASH105.avi	  59494	  33.0853			FP_201_ASH105	CWS, BV	32.6										Echeneidae	Echeneis	naucrates	37336001	1	Yes
FP_201_ASH105.avi	  18732	  10.4171			FP_201_ASH105	CWS, BV	32.6										Lutjanidae	Lutjanus	vitta	37346003	9	No
FP_201_ASH108.avi	  65181	  36.2479			FP_201_ASH108	CWS	27										Carangidae	Carangoides	gymnostethus	37337022	2	No
FP_201_ASH108.avi	 103801	  57.7249			FP_201_ASH108	CWS	27										Carangidae	Carangoides	orthogrammus	37337057	2	No
FP_201_ASH108.avi	  43867	  24.3950			FP_201_ASH108	CWS	27										Carangidae	Caranx	melampygus	37337050	1	No
FP_201_ASH108.avi	  35323	  19.6435			FP_201_ASH108	CWS	27										Lethrinidae	Gymnocranius	grandoculis	37351005	8	No
FP_201_ASH108.avi	  83763	  46.5816			FP_201_ASH108	CWS	27										Lethrinidae	Lethrinus	microdon	37351011	3	Yes
FP_201_ASH108.avi	  24959	  13.8800			FP_201_ASH108	CWS	27										Lethrinidae	Lethrinus	rubrioperculatus	37351012	3	Yes
FP_201_ASH108.avi	  43273	  24.0646			FP_201_ASH108	CWS	27										Lutjanidae	Aprion	virescens	37346027	2	No
FP_201_ASH108.avi	  28336	  15.7580			FP_201_ASH108	CWS	27										Scombridae	Scomberomorus	commerson	37441007	1	No
FP_201_ASH064.avi	  37126	  20.6462			FP_201_ASH064	CWS	7.9										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH064.avi	  47718	  26.5365			FP_201_ASH064	CWS	7.9										Carangidae	Caranx	melampygus	37337050	1	No
FP_201_ASH064.avi	  86834	  48.2894			FP_201_ASH064	CWS	7.9										Carcharhinidae	Triaenodon	obesus	37018038	1	Yes
FP_201_ASH064.avi	  44453	  24.7208			FP_201_ASH064	CWS	7.9										Cirrhitidae	Paracirrhites	forsteri	37374010	1	No
FP_201_ASH064.avi	   2958	   1.6450			FP_201_ASH064	CWS	7.9										Labridae	Halichoeres	hortulanus	37384112	3	No
FP_201_ASH064.avi	  47718	  26.5365			FP_201_ASH064	CWS	7.9										Lethrinidae	Lethrinus	microdon	37351011	1	No
FP_201_ASH064.avi	  75507	  41.9903			FP_201_ASH064	CWS	7.9										Lethrinidae	Lethrinus	olivaceus	37351004	1	No
FP_201_ASH064.avi	  15934	   8.8611			FP_201_ASH064	CWS	7.9										Lethrinidae	Lethrinus	ravus	37351031	2	No
FP_201_ASH064.avi	  92307	  51.3330			FP_201_ASH064	CWS	7.9										Lutjanidae	Lutjanus	bohar	37346029	3	No
FP_201_ASH064.avi	  83975	  46.6995			FP_201_ASH064	CWS	7.9										Lutjanidae	Lutjanus	decussatus	37346041	4	No
FP_201_ASH064.avi	  80537	  44.7876			FP_201_ASH064	CWS	7.9										Lutjanidae	Lutjanus	gibbus	37346028	1	No
FP_201_ASH064.avi	  18313	  10.1841			FP_201_ASH064	CWS	7.9										Lutjanidae	Lutjanus	rivulatus	37346016	1	No
FP_201_ASH064.avi	  56684	  31.5226			FP_201_ASH064	CWS	7.9										Serranidae	Aethaloperca	rogaa	37311134	1	No
FP_201_ASH064.avi	  16106	   8.9567			FP_201_ASH064	CWS	7.9										Serranidae	Cephalopholis	argus	37311082	2	No
FP_201_ASH064.avi	   7803	   4.3393			FP_201_ASH064	CWS	7.9										Serranidae	Cephalopholis	urodeta	37311142	2	No
FP_201_ASH064.avi	  69366	  38.5752			FP_201_ASH064	CWS	7.9										Serranidae	Epinephelus	fuscoguttatus	37311021	1	Yes
FP_201_ASH064.avi	  91341	  50.7958			FP_201_ASH064	CWS	7.9										Serranidae	Variola	albimarginata	37311026	1	No
FP_201_ASH062.avi	   1466	   0.8153			FP_201_ASH062	CWS, BV	14.1										Carangidae	Carangoides	orthogrammus	37337057	12	No
FP_201_ASH062.avi	  13167	   7.3223			FP_201_ASH062	CWS, BV	14.1										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	Yes
FP_201_ASH062.avi	  64666	  35.9615			FP_201_ASH062	CWS, BV	14.1										Dasyatidae	Pastinachus	sephen	37035011	1	No
FP_201_ASH062.avi	   3137	   1.7445			FP_201_ASH062	CWS, BV	14.1										Echeneidae	Echeneis	naucrates	37336001	1	No
FP_201_ASH062.avi	  19530	  10.8609			FP_201_ASH062	CWS, BV	14.1										Lethrinidae	Lethrinus	microdon	37351011	1	No
FP_201_ASH062.avi	  28502	  15.8503			FP_201_ASH062	CWS, BV	14.1										Lethrinidae	Lethrinus	rubrioperculatus	37351012	2	No
FP_201_ASH062.avi	  14030	   7.8022			FP_201_ASH062	CWS, BV	14.1										Lutjanidae	Lutjanus	bohar	37346029	4	Yes
FP_201_ASH062.avi	  41330	  22.9841			FP_201_ASH062	CWS, BV	14.1										Rhinidae	Rhynchobatus			1	No
FP_201_ASH062.avi	  20668	  11.4937			FP_201_ASH062	CWS, BV	14.1										Rhinidae	Rhynchobatus	australiae	37026001	1	No
FP_201_ASH062.avi	  43201	  24.0246			FP_201_ASH062	CWS, BV	14.1										Rhynchobatidae	Rhynchobatus	laevis	37026003	1	No
FP_201_ASH062.avi	  13546	   7.5331			FP_201_ASH062	CWS, BV	14.1										Serranidae	Epinephelus	polyphekadion	37311047	1	No
FP_201_ASH051.avi	  59469	  33.0714			FP_201_ASH051	CWS, BV	5										Carangidae	Carangoides	orthogrammus	37337057	1	No
FP_201_ASH051.avi	  89921	  50.0061			FP_201_ASH051	CWS, BV	5										Carangidae	Caranx	ignobilis	37337027	1	No
FP_201_ASH051.avi	  16101	   8.9540			FP_201_ASH051	CWS, BV	5										Carangidae	Caranx	melampygus	37337050	1	No
FP_201_ASH051.avi	 108882	  60.5506			FP_201_ASH051	CWS, BV	5										Ginglymostomatidae	Nebrius	ferrugineus	37013010	1	Yes
FP_201_ASH051.avi	  58562	  32.5670			FP_201_ASH051	CWS, BV	5										Lethrinidae	Lethrinus	olivaceus	37351004	1	No
FP_201_ASH051.avi	  15879	   8.8305			FP_201_ASH051	CWS, BV	5										Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	No
FP_201_ASH061.avi	  31951	  17.7683			FP_201_ASH061	CWS	7										Carangidae	Carangoides	ferdau	37337068	1	No
FP_201_ASH061.avi	  91092	  50.6573			FP_201_ASH061	CWS	7										Carangidae	Carangoides	plagiotaenia	37337070	1	No
FP_201_ASH061.avi	  32722	  18.1971			FP_201_ASH061	CWS	7										Carangidae	Caranx	ignobilis	37337027	1	No
FP_201_ASH061.avi	  14734	   8.1937			FP_201_ASH061	CWS	7										Carangidae	Caranx	melampygus	37337050	4	Yes
FP_201_ASH061.avi	 103323	  57.4591			FP_201_ASH061	CWS	7										Carcharhinidae	Carcharhinus	amblyrhynchos	37018030	1	No
FP_201_ASH061.avi	  69117	  38.4368			FP_201_ASH061	CWS	7										Cirrhitidae	Paracirrhites	forsteri	37374010	1	No
FP_201_ASH061.avi	  96760	  53.8094			FP_201_ASH061	CWS	7										Dasyatidae	Neotrygon	kuhlii	37035004	1	No
FP_201_ASH061.avi	  65616	  36.4898			FP_201_ASH061	CWS	7										Ginglymostomatidae	Nebrius	ferrugineus	37013010	2	Yes
FP_201_ASH061.avi	  29464	  16.3853			FP_201_ASH061	CWS	7										Lethrinidae	Lethrinus	microdon	37351011	3	No
FP_201_ASH061.avi	  45209	  25.1413			FP_201_ASH061	CWS	7										Muraenidae	Gymnothorax	javanicus	37060039	1	Yes
FP_201_ASH061.avi	   6074	   3.3778			FP_201_ASH061	CWS	7										Serranidae	Aethaloperca	rogaa	37311134	1	No
FP_201_ASH061.avi	   8287	   4.6085			FP_201_ASH061	CWS	7										Serranidae	Cephalopholis	argus	37311082	1	No
FP_201_ASH061.avi	 112040	  62.3068			FP_201_ASH061	CWS	7										Serranidae	Cephalopholis	urodeta	37311142	2	No
FP_201_ASH061.avi	 103594	  57.6098			FP_201_ASH061	CWS	7										Serranidae	Variola	albimarginata	37311026	1	No
FP_201_ASH061.avi	  30367	  16.8874			FP_201_ASH061	CWS	7										Sphyraenidae	Sphyraena	barracuda	37382008	1	No
